"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"1940","Dar al Gani 820","Found",2000,560,15.93233,27.77117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1941","Dar al Gani 821","Found",2000,1103,16.44683,26.99533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"1942","Dar al Gani 822","Found",2000,44.2,16.4675,26.97633,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1943","Dar al Gani 823","Found",2000,47.3,16.43117,26.98183,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1944","Dar al Gani 824","Found",2000,112,16.45217,26.99517,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1945","Dar al Gani 825","Found",2000,6,16.43717,26.98683,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1946","Dar al Gani 826","Found",2000,23,16.3975,27.05683,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5/6"
"1947","Dar al Gani 827","Found",2000,107,16.437,26.987,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1948","Dar al Gani 828","Found",2000,7.4,16.468,26.972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1949","Dar al Gani 829","Found",2000,23.7,16.13933,27.479,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"1950","Dar al Gani 830","Found",2000,53.1,16.38433,27.04833,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"1951","Dar al Gani 831","Found",2000,54.5,16.46867,26.96533,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1952","Dar al Gani 832","Found",2000,166,16.14817,27.447,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4/5"
"1953","Dar al Gani 833","Found",2000,9,16.4375,26.9865,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1954","Dar al Gani 834","Found",2000,12.9,16.50283,26.966,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"1955","Dar al Gani 835","Found",2000,68.8,16.45717,26.97033,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1956","Dar al Gani 836","Found",2000,35.1,16.43717,26.98867,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1957","Dar al Gani 837","Found",2000,113,16.24017,27.2735,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1958","Dar al Gani 838","Found",2000,27.1,16.468,26.972,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1959","Dar al Gani 839","Found",2000,12.6,16.45617,26.9915,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1960","Dar al Gani 840","Found",1999,63.7,16.44083,26.98483,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1961","Dar al Gani 841","Found",1998,405,16.26417,27.02667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"1962","Dar al Gani 842","Found",1998,347,16.57833,26.8965,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1963","Dar al Gani 843","Found",1998,105,16.1615,27.035,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1964","Dar al Gani 844","Found",1999,143,16.1905,27.396,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite"
"1965","Dar al Gani 845","Found",1999,21,16.05633,27.08083,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1966","Dar al Gani 846","Found",1999,94,16.0965,27.06967,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1967","Dar al Gani 847","Found",1999,164,16.07983,27.0655,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1968","Dar al Gani 848","Found",1999,59,16.0535,27.083,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1969","Dar al Gani 849","Found",1998,933,16.68817,26.88333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"1970","Dar al Gani 850","Found",1998,55,16.28567,27.34033,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"1971","Dar al Gani 851","Found",1999,1395,15.893,27.20217,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"1972","Dar al Gani 852","Found",1999,481,15.90117,27.19833,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1973","Dar al Gani 853","Found",1999,2655,15.9045,27.197,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1974","Dar al Gani 854","Found",1999,490,15.93733,27.17317,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1975","Dar al Gani 855","Found",1998,406,16.5715,26.88967,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"1976","Dar al Gani 856","Found",1998,148,16.09583,27.057,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"1977","Dar al Gani 857","Found",1999,72,16.3725,27.0415,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"1978","Dar al Gani 858","Found",1999,3810,15.89583,27.20233,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3"
"1979","Dar al Gani 859","Found",1998,2517,16.34633,26.98067,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1980","Dar al Gani 860","Found",1999,149,16.70367,26.87267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"1981","Dar al Gani 861","Found",1998,495,16.63417,26.8715,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1982","Dar al Gani 862","Found",1999,294,16.316,27.152,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"1983","Dar al Gani 863","Found",1999,361,16.674,26.9195,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-pmict"
"1984","Dar al Gani 864","Found",1999,382,16.35,26.95,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"1985","Dar al Gani 865","Found",1999,56,16.35,26.95,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1986","Dar al Gani 866","Found",1999,261,16.13333,27.25,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"1987","Dar al Gani 867","Found",1999,68,16.18333,27.36667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1988","Dar al Gani 868","Found",2000,40,16,28,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"1989","Dar al Gani 869","Found",1998,836,16.04933,27.09317,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"1990","Dar al Gani 870","Found",2000,262,16.45683,26.911,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3/4"
"1991","Dar al Gani 871","Found",1998,166,16.27783,27.01267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1992","Dar al Gani 872","Found",2001,885,16.22633,27.21917,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"1993","Dar al Gani 873","Found",1999,136,16.17367,27.36483,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"1994","Dar al Gani 874","Found",2000,64.6,16.405,27.04183,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"1995","Dar al Gani 875","Found",1998,585,16.68,26.9195,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1996","Dar al Gani 876","Found",1998,6.2,16.5,27.5,"Temperate Decidious Forest","Achondrite","Stony","Martian","SNC","Shergottite","Martian (shergottite)"
"1997","Dar al Gani 877","Found",2000,211,16.11667,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"1998","Dar al Gani 878","Found",2000,58,16.11667,27.23333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"1999","Dar al Gani 879","Found",2000,26,16.46667,27.13333,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"2000","Dar al Gani 880","Found",2000,131,16.11667,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2001","Dar al Gani 881","Found",2000,86,16.2,27.43333,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Howardite","Howardite"
"2002","Dar al Gani 882","Found",2000,42,16.1,27.23333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL5-6"
"2003","Dar al Gani 883","Found",2000,100,16.11667,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5-6"
"2004","Dar al Gani 884","Found",2000,100,16.1,27.1,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2005","Dar al Gani 885","Found",2000,102,16.06667,26.1,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2006","Dar al Gani 886","Found",2000,74,16.08333,26.1,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2007","Dar al Gani 887","Found",2000,156,16.1,27.15,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"2008","Dar al Gani 888","Found",2000,44,16.13333,27.16667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"2009","Dar al Gani 889","Found",2000,58,16.11667,27.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2010","Dar al Gani 890","Found",2000,68,16.13333,27.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2011","Dar al Gani 891","Found",2000,58,16.18333,27.25,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"2012","Dar al Gani 892","Found",2000,48,16.1,27.11667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2013","Dar al Gani 893","Found",2000,132,16.06667,27.11667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2014","Dar al Gani 894","Found",2000,78,16.1,27.23333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3/4"
"2015","Dar al Gani 895","Found",2000,286,16.11667,27.13333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2016","Dar al Gani 896","Found",2000,22.6,16.88333,27.75,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H-imp melt"
"2017","Dar al Gani 897","Found",2000,73,16.35,27.66667,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"2018","Dar al Gani 898","Found",2001,828,16.14283,27.0345,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2019","Dar al Gani 899","Found",1998,263,15.9105,27.83267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"2020","Dar al Gani 900","Found",1998,8,16.05,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"2021","Dar al Gani 901","Found",1998,9000,16.9135,27.88083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2022","Dar al Gani 902","Found",1999,462,16.90417,27.9265,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L3"
"2023","Dar al Gani 903","Found",2000,114,16.50617,27.12267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-6"
"2024","Dar al Gani 904","Found",2000,144,16.1455,27.13683,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2025","Dar al Gani 905","Found",2000,141,16.05833,27.10833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2026","Dar al Gani 906","Found",2000,112,16.12717,27.09283,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2027","Dar al Gani 907","Found",2000,142,16.4475,27.05383,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2028","Dar al Gani 908","Found",2000,204,16.13983,27.06517,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2029","Dar al Gani 915","Found",2000,740,16.18333,27.35,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Howardite","Howardite"
"2030","Dar al Gani 916","Found",2000,183,16.13333,27.25,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4/5"
"2031","Dar al Gani 917","Found",2000,52,16.13333,27.25,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4/5"
"2032","Dar al Gani 918","Found",2000,200,16.08333,27.2,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-5"
"2033","Dar al Gani 919","Found",2000,106,16.13333,27.21667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2034","Dar al Gani 920","Found",2000,106,16.15,27.21667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2035","Dar al Gani 921","Found",2000,123,16.2,27.13333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2036","Dar al Gani 922","Found",2000,253,16.38333,26.95,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2037","Dar al Gani 923","Found",2000,255,16.35,27,"Temperate Decidious Forest","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"2038","Dar al Gani 924","Found",2000,54,16.35,27.03333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2039","Dar al Gani 925","Found",2000,93,16.25,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2040","Dar al Gani 926","Found",2000,243,16.26667,27.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2041","Dar al Gani 927","Found",2000,367,16.58333,26.98333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2042","Dar al Gani 928","Found",2000,96,16.6,26.9,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3/4"
"2043","Dar al Gani 929","Found",2000,119,16.45,26.95,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3"
"2044","Dar al Gani 930","Found",2000,560,16.43333,27.03333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2045","Dar al Gani 931","Found",2000,140,16.46667,27.11667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2046","Dar al Gani 932","Found",2000,23,16.23333,27.4,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Howardite","Howardite"
"2047","Dar al Gani 933","Found",2000,170,16.06667,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2048","Dar al Gani 934","Found",2000,54,16.01667,27.08333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2049","Dar al Gani 935","Found",2000,376,16.01667,27.13333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"2050","Dar al Gani 936","Found",2000,522,16.11667,27.21667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H3-5"
"2051","Dar al Gani 937","Found",2000,136,16.15,27.23333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"2052","Dar al Gani 938","Found",2000,54,16.18333,27.25,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2053","Dar al Gani 939","Found",2000,367,16.05,27.38333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2054","Dar al Gani 940","Found",2000,210,16.2,27.5,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2055","Dar al Gani 941","Found",2000,57,16.2,27.56667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2056","Dar al Gani 943","Found",2000,15.25,16.09267,27.21733,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"2057","Dar al Gani 944","Found",2000,119.27,16.19717,27.19667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"2058","Dar al Gani 945","Found",2000,300,16.37583,27.18867,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite"
"2059","Dar al Gani 946","Found",2000,54.03,16.37817,27.18733,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL4"
"2060","Dar al Gani 947","Found",2000,436,16.31933,27.44683,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"2061","Dar al Gani 948","Found",2000,1032,15.97717,27.68717,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2062","Dar al Gani 949","Found",2000,204.01,15.86367,27.8985,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2063","Dar al Gani 950","Found",2000,42.83,15.8645,27.899,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2064","Dar al Gani 951","Found",2000,1080,15.8635,27.90167,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"2065","Dar al Gani 952","Found",1998,56,16.2035,27.33117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2066","Dar al Gani 953","Found",1999,50.5,16.34533,27.125,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2067","Dar al Gani 954","Found",1998,65,16.0265,27.11767,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2068","Dar al Gani 955","Found",1999,18500,16.20767,27.13183,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"2069","Dar al Gani 956","Found",1997,15000,15.9925,27.13267,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2070","Dar al Gani 957","Found",1998,369,16.58317,26.8955,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4"
"2071","Dar al Gani 958","Found",1999,542,16.3475,26.95667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"2072","Dar al Gani 959","Found",1999,164,16.348,26.96583,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"2073","Dar al Gani 960","Found",1999,392,16.68033,26.87567,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"2074","Dar al Gani 961","Found",1998,481,16.662,26.8825,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"2075","Dar al Gani 962","Found",1998,130,16.4085,27.198,"Temperate Decidious Forest","Achondrite","Stony","-","-","Achondrite","Achondrite-ung"
"2076","Dar al Gani 963","Found",1997,484,16.04417,27.11083,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
