"","Name","Fell_or_Found","Year","Mass","longitude","latitude","Land_Cover","Chondrite","Type","Level_3","Level_4","Group","recclass"
"5216","Northwest Africa 852","Found",2001,174,-5.85583,30.808,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CR","CR","CR2"
"5217","Norton County","Fell",1948,1100000,-99.86667,39.68333,"Pasture/Land used for Grazing","Achondrite","Stony","Asteroidal","-","Aubrite","Aubrite"
"5218","Nova Petropolis","Found",1967,305000,-50.91667,-29.43333,"Warm Mixed Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5219","Noventa Vicentina","Fell",1971,177,11.52722,45.29167,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5220","Novorybinskoe","Found",1937,3055,71.25,51.88333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5221","Novosibirsk","Found",1978,11410,82.9,55,"Cool Conifer Forest","Chondrite","Stony","Ordinary","H","H","H5/6"
"5222","Novo-Urei","Fell",1886,1900,46,54.81667,"Cultivated Land","Achondrite","Stony","Primitive or asteroidal","-","Ureilite","Ureilite"
"5223","Novy-Ergi","Fell",1662,367,31.33333,58.55,"Temperate Mixed Forest","-","Stony","-","-","Stony","Stone-uncl"
"5224","Novy-Projekt","Fell",1908,1001,22,56,"Temperate Mixed Forest","Chondrite","Stony","-","-","Chondrite","OC"
"5225","Noyan-Bogdo","Fell",1933,250,102.46667,42.91667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5226","Nuevo Laredo","Found",1950,500,-99.5,27.5,"Pasture/Land used for Grazing","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5227","Nuevo Mercurio","Fell",1978,50000,-102.13333,24.3,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"5228","Nuleri","Found",1902,120,123.86667,-27.83333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5229","Nullagine","Found",1973,102,120.11667,-21.86667,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"5230","Nullarbor 001","Found",1935,40000,132,-31,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5231","Nulles","Fell",1851,5000,0.75,41.63333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H6"
"5232","Numakai","Fell",1925,363,141.86667,43.33333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5233","Nurina 001","Found",1973,2.7,126.4,-30.66667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4"
"5234","Nurina 002","Found",1977,170.5,126.6,-30.45,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H5"
"5235","Nurina 003","Found",1986,40,126.45,-30.78333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5236","Nurina 004","Found",1986,28.3,126.45,-30.78333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5237","Nurina 005","Found",1991,24.8,126.4625,-30.49117,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5238","Nyanga Lake 001","Found",1986,397.1,126.45667,-29.78,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H3"
"5239","Nyanga Lake 002","Found",1986,1048.9,126.32167,-29.62833,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4/5"
"5240","Nyanga Lake 003","Found",1986,129.1,126.23833,-29.73167,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5241","Nyaung","Fell",1939,737.6,94.91667,21.20833,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5242","Nyirábrany","Fell",1914,1100,22.025,47.55,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5243","Oak","Found",1968,75.3,127.7,-31.58333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L5"
"5244","Oakley (iron)","Found",1926,111000,-113.7,42.33333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIF","Iron, IIIF"
"5245","Oakley (stone)","Found",1895,27700,-101.01667,38.95,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H6"
"5246","Oasis State Park","Found",1968,606,-103.35833,34.22833,"Cultivated Land","Chondrite","Stony","-","-","Chondrite","OC"
"5247","Oberlin","Found",1911,2500,-100.51667,39.8,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5248","Obernkirchen","Found",1863,41000,9.1,52.26667,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5249","Oberon Bay","Found",1962,179,146.35,-39.06667,"Oceans/Water","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5250","Ochansk","Fell",1887,500000,55.26667,57.78333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5251","Ocotillo","Found",1990,28570,-116.06667,32.83333,"Temperate Decidious Forest","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5252","Oczeretna","Found",1871,130,31.51667,49.31667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4"
"5253","Odessa (iron)","Found",1922,1600000,-102.4,31.71667,"Cultivated Land","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5254","Odessa (stone)","Found",1960,1926,30.76667,46.5,"Oceans/Water","Chondrite","Stony","Ordinary","H","H","H4"
"5255","O'Donnell","Found",1992,12700,-101.91867,32.91217,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5256","Oesede","Fell",1927,1400,8.05,52.28333,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5257","Oesel","Fell",1855,6000,23,58.5,"Oceans/Water","Chondrite","Stony","Ordinary","L","L","L6"
"5258","Ofehértó","Fell",1900,3750,22.03333,47.88333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5259","Ogallala","Found",1918,3300,-101.66667,41.16667,"Pasture/Land used for Grazing","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-sLL"
"5260","Ogi","Fell",1741,14360,130.2,33.28333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5261","Ohaba","Fell",1857,16250,23.58333,46.06667,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5262","Ohuma","Fell",1963,7700,8.5,6.75,"Tropical Woodland","Chondrite","Stony","Ordinary","L","L","L5"
"5263","Ojuelos Altos","Fell",1926,5850,-5.4,38.18333,"Scrubland","Chondrite","Stony","Ordinary","L","L","L6"
"5264","Okabe","Fell",1958,194,139.21667,36.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5265","Okahandja","Found",1926,6580,16.93333,-21.98333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5266","Okano","Fell",1904,4742,135.2,35.08333,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5267","Okechobee","Found",1916,1000,-80.8,26.68333,"Oceans/Water","Chondrite","Stony","Ordinary","L","L","L4"
"5268","Okniny","Fell",1834,12000,25.5,50.83333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5269","Oktibbeha County","Found",1854,156,-89,33.5,"Pasture/Land used for Grazing","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-ung"
"5270","Old Dominion Mine","Found",2000,42,-116.22113,34.85958,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5271","Old Homestead 001","Found",1991,783,127.75,-31.16667,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Howardite","Howardite"
"5272","Old Homestead 002","Found",1977,76.9,127.51667,-31.35,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L5/6"
"5273","Old Woman","Found",1976,2753000,-115.23333,34.46667,"Hot Desert","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5274","Oldenburg (1930)","Fell",1930,16570,8.16667,52.95,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5275","Oldfield River","Found",1972,150,121,-33,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5276","Oliva-Gandia","Fell",1519,367,-0.03333,39,"Cultivated Land","-","Stony","-","-","Stony","Stone-uncl"
"5277","Olivenza","Fell",1924,150000,-7.06667,38.71667,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5278","Oliver","Found",1984,6690,-103.68333,41.2,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5279","Olmedilla de Alarcón","Fell",1929,40000,-2.1,39.56667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5280","Olton","Found",1948,953,-102.13361,34.16722,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H3.5"
"5281","O'Malley 001","Found",1991,1403,131.16667,-30.75,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5282","Omolon","Fell",1981,250000,161.80833,64.02,"Tundra","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG"
"5283","Onello","Found",1997,164,137.66667,63.16667,"Temperate Decidious Forest","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5284","Opava","Found",1925,14300,17.9,49.96667,"Cultivated Land","Achondrite","Iron","-","-","Iron","Iron"
"5285","Ophara","Found",1983,85.4,141.07972,-32.12333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H4"
"5286","Orange River (iron)","Found",1855,148800,25,-30,"Scrubland","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5287","Orgueil","Fell",1864,14000,1.38333,43.88333,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CI","CI","CI1"
"5288","Orimattila","Found",1974,1872,25.58333,60.58333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5289","Orlovka","Found",1928,40500,76.75,56,"Boreal Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5290","Ornans","Fell",1868,6000,6.15,47.11667,"Temperate Decidious Forest","Chondrite","Stony","Carbonaceous","CM-CO","CO","CO3.4"
"5291","Oro Grande","Found",1971,513,-106.25833,32.37167,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"5292","Oroville","Found",1893,24500,-121.63333,39.68333,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5293","Ortenau","Fell",1671,4500,8,48.5,"Temperate Mixed Forest","-","Stony","-","-","Stony","Stone-uncl"
"5294","Orvinio","Fell",1872,3400,12.93333,42.13333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5295","Oscuro Mountains","Found",1895,3600,-106.38333,33.63333,"Grassland/Steppe","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5296","Oshkosh","Found",1961,144.8,-88.56278,44.07694,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H"
"5297","Osseo","Found",1931,46300,-80.08333,47.63333,"Cool Conifer Forest","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB complex"
"5298","Otchinjau","Found",1919,30000,14,-16.5,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5299","Oterøy","Fell",1928,246,9.4,58.88333,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","L","L","L6"
"5300","Otinapa","Found",1986,8400,-105.03333,24.18333,"Warm Mixed Forest","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG"
"5301","Otis","Found",1940,2600,-99.05,38.53333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5302","Otomi","Fell",1867,6510,140.35,38.4,"Temperate Mixed Forest","Chondrite","Stony","Ordinary","H","H","H"
"5303","Ottawa","Fell",1896,840,-95.21667,38.6,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5304","Otto","Found",1970,28,-105.98333,35.16667,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"5305","Ouallen","Found",1936,5174,0.08333,24.16667,"Hot Desert","Chondrite","Stony","Ordinary","H","H","H6"
"5306","Oubari","Found",1944,8000,13.58333,26.8,"Hot Desert","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5307","Oued el Hadjar","Fell",1986,1215.5,-6.57717,30.18,"Hot Desert","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5308","Oufrane","Found",1969,540,0.025,28.29583,"Hot Desert","Chondrite","Stony","Ordinary","L","L","L"
"5309","Ourique","Fell",1998,20000,-8.28,37.60833,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5310","Ouzina","Found",1999,642,-4.18333,30.8,"Temperate Decidious Forest","Chondrite","Stony","Other","Rumuruti","Rumuruti","R4"
"5311","Ovambo","Fell",1900,121.5,16,-18,"Scrubland","Chondrite","Stony","Ordinary","L","L","L6"
"5312","Overland Park","Found",1998,1374,-94.66667,38.96667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H4"
"5313","Ovid","Found",1939,6169,-102.4,40.96667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H6"
"5314","Oviedo","Fell",1856,205,-5.86667,43.4,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5315","Owasco","Found",1984,168400,-103.68333,41.2,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5316","Owens Valley","Found",1913,192800,-118,37.46667,"Hot Desert","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5317","Owrucz","Fell",1775,367,28.83333,51.33333,"Temperate Mixed Forest","Chondrite","Stony","-","-","Chondrite","OC"
"5318","Oxford","Found",1985,6000,-99.66667,40.16667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5319","Ozernoe","Found",1983,1830,62.8,54.9,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5320","Ozona","Found",1929,127500,-101.3,30.73333,"Scrubland","Chondrite","Stony","Ordinary","H","H","H6"
"5321","Ozren","Found",1952,3900,18.41806,44.6125,"Temperate Decidious Forest","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-MG"
"5322","Pacula","Fell",1881,3400,-99.3,21.05,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5323","Padvarninkai","Fell",1929,3858,25,55.66667,"Temperate Mixed Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5324","Page City","Found",1980,13630,-101.28333,39.16667,"Pasture/Land used for Grazing","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5325","Paitan","Fell",1910,515,120.45583,17.74333,"Oceans/Water","Chondrite","Stony","Ordinary","H","H","H6"
"5326","Palahatchie","Fell",1910,367,-89.71667,32.31667,"Warm Mixed Forest","Chondrite","Stony","-","-","Chondrite","OC"
"5327","Palca de Aparzo","Fell",1988,1430,-65.1,-23.11667,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L5"
"5328","Palermo","Found",1966,367,-58.43333,-34.55,"Pasture/Land used for Grazing","-","-","-","-","Unknown","Unknown"
"5329","Palinshih","Fell",1914,18000,118.61667,43.48333,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron"
"5330","Palmersville","Found",1908,9979,-88.60283,36.4665,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5331","Palmyra","Fell",1926,135,-91.5,39.8,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L3"
"5332","Palo Blanco Creek","Found",1954,1482,-104.5,36.5,"Grassland/Steppe","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5333","Paloduro","Found",1935,3000,-101.21667,34.9,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IIIE","Iron, IIIE"
"5334","Palolo Valley","Fell",1949,682,-157.78333,21.3,"Oceans/Water","Chondrite","Stony","Ordinary","H","H","H5"
"5335","Pampa (a)","Found",1986,380,-70.43333,-23.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L6"
"5336","Pampa (b)","Found",1986,10000,-70.43333,-23.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L4/5"
"5337","Pampa (c)","Found",1986,25000,-70.43333,-23.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L4"
"5338","Pampa (d)","Found",1986,12800,-70.43333,-23.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L5"
"5339","Pampa (e)","Found",1987,10000,-70.43333,-23.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L6"
"5340","Pampa (f)","Found",2000,1300,-70.43333,-23.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L4/5"
"5341","Pampa (g)","Found",2000,2900,-70.43333,-23.18333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"5342","Pampa de Agua Blanca","Found",1916,10,-69.83333,-24.16667,"Grassland/Steppe","Chondrite","Stony","Ordinary","L","L","L6"
"5343","Pampa del Infierno","Found",1895,896,-61.08333,-26.68333,"Savanna","Chondrite","Stony","Ordinary","L","L","L6"
"5344","Pampa Providencia","Found",1994,12400,-69.57167,-24.45,"Temperate Decidious Forest","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5345","Pampanga","Fell",1859,10500,120.7,15.08333,"Savanna","Chondrite","Stony","Ordinary","L","L","L5"
"5346","Pan de Azucar","Found",1887,19500,-69.5,-26.5,"Grassland/Steppe","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB complex"
"5347","Panhandle","Found",1969,1360,-101.38333,35.33333,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H5"
"5348","Pannikin","Found",1965,13.6,126.18333,-32.04167,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5349","Pantar","Fell",1938,2130,124.28333,8.06667,"Tropical Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5350","Para de Minas","Found",1934,116300,-44.61667,-19.86667,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IVA","Iron, IVA"
"5351","Paragould","Fell",1930,408000,-90.5,36.06667,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5352","Parambu","Fell",1967,2000,-40.7,-6.23333,"Savanna","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5353","Paranaiba","Fell",1956,100000,-51.66667,-19.13333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5354","Park","Found",1969,13000,-100.36167,39.11,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5355","Park Forest","Fell",2003,18000,-87.67917,41.48472,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L5"
"5356","Parma Canyon","Found",1940,2150,-117,43.8,"Cultivated Land","Achondrite","Iron","-","-","Iron","Iron"
"5357","Parnallee","Fell",1857,77600,78.35,9.23333,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL3.6"
"5358","Parsa","Fell",1942,800,85.4,26.2,"Cultivated Land","Chondrite","Stony","Enstatite","EH-EL","EH","EH3"
"5359","Pasamonte","Fell",1933,5100,-103.4,36.21667,"Grassland/Steppe","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-pmict"
"5360","Patora","Fell",1969,4375,82.05,20.93694,"Savanna","Chondrite","Stony","Ordinary","H","H","H6"
"5361","Patos de Minas (hexahedrite)","Found",1925,32000,-46.53333,-18.58333,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IIAB","Iron, IIAB"
"5362","Patos de Minas (octahedrite)","Found",1925,200000,-46.53333,-18.58333,"Cultivated Land","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB complex"
"5363","Patricia","Found",1983,14900,-102.03333,32.5,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5364","Patrimonio","Fell",1950,2121,-48.56667,-19.53333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5365","Patti","Fell",1922,12,14.96667,38.13333,"Oceans/Water","Achondrite","Iron","-","-","Iron","Iron"
"5366","Patwar","Fell",1935,37350,91.18333,23.15,"Cultivated Land","Achondrite","Stony-Iron","Mesosiderite","-","Mesosiderite","Mesosiderite-A1"
"5367","Paulding County","Found",1901,725,-84.8,34,"Cultivated Land","Achondrite","Iron","-","-","Iron","Iron"
"5368","Pavel","Fell",1966,2968,25.51667,43.46667,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H5"
"5369","Pavlodar (pallasite)","Found",1885,4500,77.33333,51.16667,"Pasture/Land used for Grazing","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG-an"
"5370","Pavlodar (stone)","Fell",1938,142.5,77.03333,52.3,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5371","Pavlograd","Fell",1826,40000,35.98333,48.53333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5372","Pavlovka","Fell",1882,2000,43,52.03333,"Pasture/Land used for Grazing","Achondrite","Stony","Asteroidal","H-E-D Vesta","Howardite","Howardite"
"5373","Payson","Found",2001,1728,-111.4,34.23333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","L","L","L6"
"5374","Pê","Fell",1989,367,-3.54217,11.33367,"Savanna","Chondrite","Stony","Ordinary","L","L","L6"
"5375","Peace River","Fell",1963,45760,-117.93333,56.13333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5376","Peckelsheim","Fell",1953,117.8,9.25,51.66667,"Cultivated Land","Achondrite","Stony","Asteroidal","H-E-D Vesta","Diogenite","Diogenite-pm"
"5377","Peck's Spring","Found",1926,1600,-102,32,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L5"
"5378","Peekskill","Fell",1992,12570,-73.91667,41.28333,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H6"
"5379","Peetz","Found",1937,11500,-103.08333,40.95,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5380","Pei Xian","Found",1917,400000,117,34.7,"Cultivated Land","Achondrite","Iron","-","-","Iron","Iron"
"5381","Pelona Mountain","Found",1999,618,-108.1,33.66667,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5382","Peña Blanca Spring","Fell",1946,70000,-103.11667,30.125,"Scrubland","Achondrite","Stony","Asteroidal","-","Aubrite","Aubrite"
"5383","Pennyweight","Found",1982,12.7,122.08333,-29.11667,"Pasture/Land used for Grazing","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5384","Penokee","Found",1947,3580,-99.91667,39.35,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","H","H","H5"
"5385","Penouille","Found",1984,72.54,-64.43333,48.85,"Oceans/Water","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB complex"
"5386","Pep","Found",1966,591,-102.57667,33.73,"Pasture/Land used for Grazing","Chondrite","Stony","-","-","Chondrite","OC"
"5387","Peramiho","Fell",1899,165,35.5,-10.66667,"Savanna","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-mmict"
"5388","Perpeti","Fell",1935,23474,91,23.325,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5389","Perryton","Found",1975,2114,-100.73167,36.35333,"Grassland/Steppe","Chondrite","Stony","Ordinary","LL","LL","LL6"
"5390","Perryville","Found",1906,17500,-89.85,37.73333,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IIC","Iron, IIC"
"5391","Persimmon Creek","Found",1893,5000,-84.23333,35.05,"Temperate Decidious Forest","Achondrite","Iron","Non-magmatic","Primative","Iron IAB","Iron, IAB-sLM"
"5392","Perth","Fell",1830,2,-3.43333,56.4,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5393","Pervomaisky","Fell",1933,66000,39.43333,56.63333,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
"5394","Pesyanoe","Fell",1933,3393,66.08333,55.5,"Pasture/Land used for Grazing","Achondrite","Stony","Asteroidal","-","Aubrite","Aubrite"
"5395","Pétèlkolé","Fell",1995,189,0.42,14.052,"Temperate Decidious Forest","Chondrite","Stony","Ordinary","H","H","H5"
"5396","Petersburg","Fell",1855,1800,-86.63333,35.3,"Temperate Decidious Forest","Achondrite","Stony","Asteroidal","H-E-D Vesta","Eucrite","Eucrite-pmict"
"5397","Petropavlovka","Found",1916,1773,43.73333,48.2,"Grassland/Steppe","Chondrite","Stony","Ordinary","H","H","H4"
"5398","Petropavlovsk","Found",1841,7000,87.18333,53.35,"Cool Conifer Forest","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5399","Pettiswood","Fell",1779,367,-7.33333,53.53333,"Pasture/Land used for Grazing","-","Stony","-","-","Stony","Stone-uncl"
"5400","Pevensey","Found",1868,4300,144.66667,-34.78333,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","LL","LL","LL5"
"5401","Phillips County (pallasite)","Found",1935,1360,-102.38333,40.45,"Pasture/Land used for Grazing","Achondrite","Stony-Iron","Pallasite","-","Main Group","Pallasite, PMG-an"
"5402","Phillips County (stone)","Fell",1901,57900,-99.25,40,"Pasture/Land used for Grazing","Chondrite","Stony","Ordinary","L","L","L6"
"5403","Phu Hong","Fell",1887,500,108.58333,11.25,"Tropical Woodland","Chondrite","Stony","Ordinary","H","H","H4"
"5404","Phulmari","Found",1936,4064,75.5,20.13333,"Cultivated Land","-","Stony","-","-","Stony","Stone-uncl"
"5405","Phum Sambo","Fell",1933,7800,105.48333,12,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H4"
"5406","Phuoc-Binh","Fell",1941,11000,108.1,15.71667,"Tropical Forest","Chondrite","Stony","Ordinary","L","L","L5"
"5407","Piancaldoli","Fell",1968,13.1,11.50222,44.24417,"Cultivated Land","Chondrite","Stony","Ordinary","LL","LL","LL3.4"
"5408","Picacho","Found",1952,22000,-105,33.2,"Grassland/Steppe","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5409","Pickens County","Found",1908,400,-84.5,34.5,"Cultivated Land","Chondrite","Stony","Ordinary","H","H","H6"
"5410","Picote","Fell",1843,367,-6.23333,41.36667,"Pasture/Land used for Grazing","-","Stony","-","-","Stony","Stone-uncl"
"5411","Piedade do Bagre","Found",1922,59000,-44.98333,-18.94167,"Savanna","Achondrite","Iron","-","-","Iron","Iron, ungrouped"
"5412","Pierceville (iron)","Found",1917,100000,-100.66667,37.86667,"Cultivated Land","Achondrite","Iron","Magmatic","Siderite","Iron IIIAB","Iron, IIIAB"
"5413","Pierceville (stone)","Found",1939,2125,-100.66667,37.86667,"Cultivated Land","Chondrite","Stony","Ordinary","L","L","L6"
