"","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"3442",10166,"Stone-uncl",367,"Fell",1944,28.25,7,"Stony",NA,"Stony",NA,NA,"14",0.498018659921233
"3453",10177,"Howardite",650,"Fell",1868,34.48333,-87.83333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","12",0.49799067553469
"3462",10836,"L5",11620,"Fell",1882,33.18333,130.2,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"3464",10838,"Stone-uncl",367,"Fell",1654,55.33333,10.33333,"Stony",NA,"Stony",NA,NA,"1",0.297273742080897
"3465",10839,"L6",4000,"Fell",1822,25.95,80.81667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"3466",10840,"Stone-uncl",2500,"Fell",1977,32.9,115.9,"Stony",NA,"Stony",NA,NA,"1",0.297273742080897
"3471",10846,"H6",132.7,"Fell",1826,44.3,0.4,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3473",10848,"LL6",36.1,"Fell",1952,7.05,12.43333,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741
"3474",10849,"EH3/4-an",28,"Fell",1952,7.05,12.43333,"EH","Chondrite","Stony","Enstatite","EH-EL","2",0.463225690897741
"3475",10850,"H4",5000,"Fell",1995,51.68333,30.78333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3476",10851,"L6",6400,"Fell",1897,27.35,68.53333,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"3478",10854,"H5",367,"Fell",1960,11.65,-2.18333,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"3482",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"3483",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741
"3484",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"3485",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741
"3486",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"3487",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"3488",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741
"3489",10860,"Iron, IIE",380,"Fell",1917,27.88333,68.53333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.463225690897741
"3490",10861,"Diogenite-pm",102,"Fell",1950,41.68333,-112.13333,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.463225690897741
"3495",10866,"H5",367,"Fell",2000,14.15083,-2.04167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3498",10870,"H5",725,"Fell",1950,12.91667,11.91667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"3509",10914,"L6",14290,"Fell",1909,35.53333,136.88333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"3512",10917,"L6",18000,"Fell",1853,37.31667,13.56667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"3514",10919,"L6",480,"Fell",1947,9.6,9.91667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"3517",10923,"L/LL5",670,"Fell",1990,52.2,6.86667,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"3518",10924,"H5-6",1303,"Fell",1939,-7.25,107.7,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3519",10926,"H4",152000,"Fell",1918,57.35,37.61667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"3522",10930,"L6",767,"Fell",1991,52.45972,-0.3,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"3527",10936,"H5",1750,"Fell",1879,50.66667,16.76667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3539",10948,"H6",1600,"Fell",1865,24.23333,89.05,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3540",10949,"H3.7",3618,"Fell",1974,48.28333,38.08333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3547",10956,"L6",9000,"Fell",1964,42.9,2.25,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"3569",11196,"L5",45.5,"Fell",1976,60.66667,11,"L","Chondrite","Stony","Ordinary","L","9",2.84735119047619
"3578",11206,"CV3",3500,"Fell",1861,43.66667,45.38333,"CV","Chondrite","Stony","Carbonaceous","CV-CK","1",0.297273742080897
"3579",11207,"H5",10500,"Fell",1837,49.26667,18.71667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"3580",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367
"3581",11426,"H4",1000,"Fell",1841,51.93333,15.5,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"3584",11429,"H5",690,"Fell",1910,52.86667,16.63333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3587",11432,"H6",22000,"Fell",1932,-33,-58.61667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"3590",11435,"H5",2910,"Fell",1996,39.80417,122.76389,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3591",11436,"L6",367,"Fell",1983,24.1,105,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"3592",11437,"L6",1900,"Fell",1980,37.1,118.4,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"3594",11439,"H6",39000,"Fell",1892,38.73333,-6.01667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"3595",11440,"Stone-uncl",1915,"Fell",1891,43.76667,20.23333,"Stony",NA,"Stony",NA,NA,"10",0.461815233876118
"3597",11442,"L5",288,"Fell",1972,13.5,-0.68333,"L","Chondrite","Stony","Ordinary","L","15",0.406210536590808
"3598",11443,"LL5",968,"Fell",1949,9.91667,13.98333,"LL","Chondrite","Stony","Ordinary","LL","2",0.463225690897741
"3603",11448,"H5",2449,"Fell",1982,22.98333,76.05,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3604",11449,"CBa",1e+05,"Fell",1984,11.49167,11.65833,"CB","Chondrite","Stony","Carbonaceous","CR","2",0.463225690897741
"3605",11450,"H5",5700,"Fell",1904,42.9,24.7,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"3619",11464,"L6",28,"Fell",1814,13.78333,78.56667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"3620",11465,"H4/5",34650,"Fell",1981,9.36667,42.41667,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"3621",11466,"H3/4",1000,"Fell",1851,51.91667,8.38333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3622",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",71.3451083182367
"3623",11468,"H?",0.2,"Fell",1817,35.65,139.33333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"3627",11472,"H3-6",9000,"Fell",1934,50.31667,3.73333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3634",11479,"L3.4",1456,"Fell",1944,57.81667,16.23333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"3639",11485,"LL4",3710,"Fell",1959,41.38333,-86.6,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"3974",11824,"Eucrite-mmict",1000,"Fell",1878,26.8,82.53333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"3979",11829,"CM2",315,"Fell",1921,28.38333,75.78333,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.297273742080897
"3980",11830,"L6",8360,"Fell",1961,32.675,-94.51167,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"3992",11842,"L6",680,"Fell",1859,38.25,-86.16667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"3997",11848,"H4",1110.6,"Fell",1910,35.2945,136.70033,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"3998",11848,"H4",1110.6,"Fell",1910,35.2945,136.70033,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4002",11852,"Iron, IAB-sHL",1250,"Fell",1890,28.95,0.81667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","14",0.498018659921233
"4005",11855,"Stone-uncl",29000,"Fell",1628,51.65,-1.51667,"Stony",NA,"Stony",NA,NA,"2",0.463225690897741
"4008",11859,"Ureilite",1544,"Fell",1971,60.24556,22.06194,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"1",0.297273742080897
"4017",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"4018",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367
"4023",11875,"H5",1000,"Fell",1857,10,-84.1,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488
"4026",11878,"H5",20000,"Fell",1869,59.85,17.66667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4031",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"4032",11884,"L6",4500,"Fell",1804,55.9,-4.23333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4033",11884,"L6",4500,"Fell",1804,55.9,-4.23333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4038",11889,"H5",414,"Fell",2003,34.45,132.38333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4042",11893,"L4",305.5,"Fell",1954,64.43333,21.2,"L","Chondrite","Stony","Ordinary","L","9",2.84735119047619
"4043",11894,"L/LL6",220000,"Fell",1912,34.9,-110.18333,"LL","Chondrite","Stony","Ordinary","LL","13",0.428663281861922
"4044",11895,"Stone-uncl",1415,"Fell",1923,9.06667,38.41667,"Stony",NA,"Stony",NA,NA,"2",0.463225690897741
"4049",11901,"L5",230000,"Fell",1875,41.8,-91.86667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4051",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367
"4059",11913,"L6",180,"Fell",1956,35.66667,115.5,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4061",11915,"OC",266.1,"Fell",1963,39.35,-100.45,"Chondrite","Chondrite","Stony",NA,NA,"2",0.463225690897741
"4062",11916,"Iron, IID",49000,"Fell",1751,46.1,16.33333,"Iron IID","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708
"4132",11986,"H6",112,"Fell",1877,50.3,8.91667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4135",11989,"EL6",14000,"Fell",1901,61.18333,22.68333,"EL","Chondrite","Stony","Enstatite","EH-EL","10",0.461815233876118
"4136",11992,"Diogenite",2000,"Fell",1870,52.28333,7.7,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4137",11993,"Eucrite-mmict",2500,"Fell",1957,-20,-45,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4138",11994,"OC",367,"Fell",1949,38,35,"Chondrite","Chondrite","Stony",NA,NA,"13",0.428663281861922
"4139",11995,"H6",3973,"Fell",1936,58.2,82.93333,"H","Chondrite","Stony","Ordinary","H","8",9.36101905684755
"4142",12000,"H5",3457,"Fell",1956,-32.1,28.33333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4144",12003,"H5",1200,"Fell",1977,-23.2,-51.83333,"H","Chondrite","Stony","Ordinary","H","12",0.49799067553469
"4145",12004,"H6",7330,"Fell",1975,-6.03333,145.36667,"H","Chondrite","Stony","Ordinary","H","18",10.7446597222222
"4168",12027,"EH4",27000,"Fell",1891,39.75,46.66667,"EH","Chondrite","Stony","Enstatite","EH-EL","10",0.461815233876118
"4169",12028,"L6",880,"Fell",1917,39.08333,-94.4,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4177",12037,"L6",3000,"Fell",1963,41,112,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4178",12039,"L5",4576,"Fell",1977,53.415,-111.3375,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4180",12043,"H6",7000,"Fell",1972,-25.5,-54.5,"H","Chondrite","Stony","Ordinary","H","18",10.7446597222222
"4186",12049,"H",1300,"Fell",1954,-8.93333,33.8,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4190",12053,"H5",3050,"Fell",1928,-31.18333,-57.95,"H","Chondrite","Stony","Ordinary","H","12",0.49799067553469
"4191",12056,"H5",2024,"Fell",1879,-3.4,-44.33333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4193",12058,"EH7-an",4720,"Fell",1990,26.59083,-12.95217,"EH","Chondrite","Stony","Enstatite","EH-EL","11",0.00485781484723708
"4198",12063,"CI1",704.5,"Fell",1938,-8.41667,32.43333,"CI","Chondrite","Stony","Carbonaceous","CI","16",1.82339952891488
"4200",12065,"L6",48000,"Fell",1903,-32.5,21.9,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"4202",12067,"EL6",973,"Fell",1926,26.75,68.41667,"EL","Chondrite","Stony","Enstatite","EH-EL","1",0.297273742080897
"4203",12069,"Iron",1967,"Fell",1621,31,75,"Iron","Achondrite","Iron",NA,NA,"15",0.406210536590808
"4206",12072,"H6",22,"Fell",1866,18.75,75.33333,"H","Chondrite","Stony","Ordinary","H","15",0.406210536590808
"4208",12074,"L6",20500,"Fell",1979,39.7,105.8,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922
"4211",12078,"LL6",34000,"Fell",1889,43.83333,20.44167,"LL","Chondrite","Stony","Ordinary","LL","10",0.461815233876118
"4217",12085,"L5",5900,"Fell",1873,31.3,72.38333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4218",12086,"H5",222,"Fell",1964,31.91667,104.91667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4219",12087,"Iron, IIIAB",6e+05,"Fell",1890,30.80833,109.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741
"4303",12171,"H5",4e+06,"Fell",1976,44.05,126.16667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4304",12173,"Howardite",30,"Fell",1877,55.7,24.4,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","10",0.461815233876118
"4309",12198,"Diogenite",40300,"Fell",1924,40.35,-104.9,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4310",12199,"LL6",483,"Fell",1974,-11.85,15.83333,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"4313",12202,"Eucrite-mmict",5000,"Fell",1819,45.43333,-0.45,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4314",12203,"H5",1e+05,"Fell",1997,35.5,115.41667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4317",12207,"H6",680,"Fell",1876,12.85,76.8,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4319",12209,"L6",32490,"Fell",1984,-7.71667,111.2,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4320",12210,"L6",950,"Fell",1976,35.2,118.8,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4323",12213,"Iron, IIIAB",25250,"Fell",1968,38.74028,-7.27,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.297273742080897
"4324",12214,"Eucrite-mmict",91000,"Fell",1821,44.71667,4.3,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708
"4326",12218,"CV3",3000,"Fell",1857,47.35,21.3,"CV","Chondrite","Stony","Carbonaceous","CV-CK","1",0.297273742080897
"4328",12220,"H4",13400,"Fell",1971,11.85,8.21667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4329",12221,"H6",89,"Fell",1822,27.08333,78.33333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4330",12222,"H5",230,"Fell",1838,27.25,79.96667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4335",12227,"L6",1900,"Fell",1908,49.86667,30.83333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4336",12228,"CR2",2000,"Fell",1980,15,48.3,"CR","Chondrite","Stony","Carbonaceous","CR","14",0.498018659921233
"4337",12229,"CO3.2",2e+05,"Fell",1937,55.43333,53.25,"CO","Chondrite","Stony","Carbonaceous","CM-CO","1",0.297273742080897
"4338",12230,"K3",350,"Fell",1890,12.38333,78.51667,"Kakangari","Chondrite","Stony","Other","Kakangari grouplet","1",0.297273742080897
"4339",12231,"L6",577,"Fell",1858,45.13333,21.66667,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4340",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"4344",12236,"L6",4500,"Fell",1879,17.83333,73.98333,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4346",12238,"L6",2770,"Fell",1942,26.03333,81.46667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4348",12240,"H5",448,"Fell",1913,36.04167,139.95667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4349",12241,"L6",1293,"Fell",1902,14.18333,75.8,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4351",12243,"L6",299,"Fell",1959,31.6,65.78333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4352",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"4353",12246,"H5",400,"Fell",1897,32.08333,76.3,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4356",12251,"Howardite",11355,"Fell",1942,4.7,33.63333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.463225690897741
"4358",12253,"L6",3500,"Fell",1937,42.45,73.36667,"L","Chondrite","Stony","Ordinary","L","8",9.36101905684755
"4361",12256,"LL6",3000,"Fell",1840,47.21667,81.01667,"LL","Chondrite","Stony","Ordinary","LL","13",0.428663281861922
"4363",12258,"LL6",2220,"Fell",1963,-3.5,35.58333,"LL","Chondrite","Stony","Ordinary","LL","16",1.82339952891488
"4365",12260,"L6",180,"Fell",1949,12.9,7.15,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4367",12262,"L6",22000,"Fell",1905,27.8,67.16667,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"4368",12263,"L6",2950,"Fell",1955,31.58333,71.6,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4369",12264,"CK4",41730,"Fell",1930,-35.08333,139.91667,"CK","Chondrite","Stony","Carbonaceous","CV-CK","2",0.463225690897741
"4371",12266,"H",710,"Fell",1938,35.36667,136.76667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4373",12268,"Iron, IIIAB",85000,"Fell",1961,39.26333,31.78,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922
"4375",12270,"L4",3300,"Fell",1940,-7.75,112.01667,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4379",12275,"L4",6937,"Fell",1939,29.45,-96,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4380",12276,"H4-5",6669.2,"Fell",2003,20.4625,86.70278,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4385",12282,"H5",5000,"Fell",1874,48.4,-3.3,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4387",12284,"H6",80000,"Fell",1869,48.11667,-3.08333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4388",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",71.3451083182367
"4390",12288,"EL6",13600,"Fell",1873,29.53333,72.3,"EL","Chondrite","Stony","Enstatite","EH-EL","14",0.498018659921233
"4391",12289,"LL5",3698,"Fell",1932,25.55,83.11667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"4393",12291,"L6",1500,"Fell",1787,50.625,35.075,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4395",12294,"L6",450,"Fell",1860,26.95,77.88333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4396",12296,"H6",100,"Fell",1867,28.01667,75.81667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4397",12297,"L5",6109,"Fell",1929,56.75,75.33333,"L","Chondrite","Stony","Ordinary","L","8",9.36101905684755
"4398",12298,"L3.6",9700,"Fell",1910,25.1,81.53333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4399",12299,"Aubrite",3200,"Fell",1932,16,36,"Aubrite","Achondrite","Stony","Asteroidal",NA,"2",0.463225690897741
"4400",12300,"H6",1e+05,"Fell",1983,14,28,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4401",12301,"L6",737.6,"Fell",1962,54.4,10.15,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4403",12303,"H5",1500,"Fell",1970,16.58333,-11.33333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4405",12305,"Stone-uncl",331,"Fell",1906,36.85,138.38333,"Stony",NA,"Stony",NA,NA,"10",0.461815233876118
"4406",12306,"H6",195,"Fell",1809,55,34,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118
"4407",12307,"LL6",19000,"Fell",2002,12.76667,9.8,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"4408",12308,"H5",772,"Fell",1911,43.58333,-89.6,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4409",12309,"H6",140,"Fell",1844,54.66667,-7.66667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4416",12316,"H6",67.4,"Fell",1967,11.63333,24.68333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741
"4421",12321,"Eucrite-mmict",97.7,"Fell",1906,30.75,-95.95,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.297273742080897
"4423",12325,"L6",1550,"Fell",1914,48.16667,22.30833,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4424",12326,"L6",202.6,"Fell",1998,43.38333,-80.38333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4428",12332,"H6",3250,"Fell",1843,51.6,10.8,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4430",12335,"L/LL5",5e+05,"Fell",1866,48.9,22.4,"LL","Chondrite","Stony","Ordinary","LL","10",0.461815233876118
"4431",12336,"CK4",136,"Fell",1999,34.73333,135.16667,"CK","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708
"4443",12342,"L6",11510,"Fell",1986,34.3,133.95,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4444",12343,"Iron",238,"Fell",1926,35.73333,139.75,"Iron","Achondrite","Iron",NA,NA,"1",0.297273742080897
"4445",12344,"LL5",90,"Fell",1931,42.51667,26.16667,"LL","Chondrite","Stony","Ordinary","LL","10",0.461815233876118
"4453",12353,"LL5",16500,"Fell",1869,49.32694,7.46472,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708
"4455",12355,"L6",2440,"Fell",1829,54.03333,40.9,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4457",12357,"H5",4000,"Fell",1946,54.33333,56.08333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4463",12363,"OC",845.2,"Fell",1906,56.8,77,"Chondrite","Chondrite","Stony",NA,NA,"8",9.36101905684755
"4464",12364,"LL3.2",50000,"Fell",1946,47.83333,30.76667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897
"4468",12368,"L6",2250,"Fell",1938,51.15,31.7,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4469",12369,"L5",453.6,"Fell",1961,30.73111,66.80222,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233
"4470",12370,"L6",6000,"Fell",1811,50.75,33.5,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4472",12373,"H6",3719,"Fell",1906,41.11667,45,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4476",12377,"L6",2e+05,"Fell",1949,55.78333,61.36667,"L","Chondrite","Stony","Ordinary","L","9",2.84735119047619
"4477",12379,"H5",1100000,"Fell",1998,42.25,59.2,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4478",12381,"OC",4460,"Fell",1920,37.05,138.38333,"Chondrite","Chondrite","Stony",NA,NA,"11",0.00485781484723708
"4479",12382,"L6",5,"Fell",1860,29.68333,78.38333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
"4480",12383,"H5",23,"Fell",1977,44.51667,39.3,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4481",12384,"L6",45000,"Fell",1914,10.83333,76.03333,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4482",12385,"L6",4047,"Fell",1932,55.2,75.33333,"L","Chondrite","Stony","Ordinary","L","8",9.36101905684755
"4487",12390,"L6",45000,"Fell",1886,32.03333,130.63333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4489",12392,"L6",2800,"Fell",1879,47.08333,1.75,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4491",12394,"OC",399,"Fell",1878,20.66667,-101.28333,"Chondrite","Chondrite","Stony",NA,NA,"15",0.406210536590808
"4492",12395,"H5",2000,"Fell",1924,-37.33333,-61.53333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897
"4493",12396,"L6",45000,"Fell",1985,-31.23333,-58.16667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741
"4503",12408,"H5",3833,"Fell",1871,44.28333,5.58333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708
"4527",12433,"Ureilite",900,"Fell",1955,26.78333,82.71667,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"1",0.297273742080897
"4528",12434,"L6",37000,"Fell",1803,48.76667,0.63333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708
"4529",12435,"Eucrite-mmict",212.5,"Fell",1910,21.86667,76.03333,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.463225690897741
"4545",12451,"L6",372,"Fell",1887,24.45,78.56667,"L","Chondrite","Stony","Ordinary","L","16",1.82339952891488
"4549",12455,"CO3.5",51700,"Fell",1872,47.7,1.06667,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708
"4550",12456,"H6",7000,"Fell",1897,43.75,5.11667,"H","Chondrite","Stony","Ordinary","H","12",0.49799067553469
"4554",12461,"L6",2300,"Fell",1947,58.85,16.73333,"L","Chondrite","Stony","Ordinary","L","10",0.461815233876118
"4557",12464,"L6",1282,"Fell",1986,46.24167,126.19611,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897
