,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group
6000,Jiddat al Harasis 076,12136,Valid,L6,300.56,Found,2002,19.05003,55.44435,"(19.05003, 55.44435)",L
6001,Jiddat al Harasis 077,12137,Valid,L4,307.8,Found,2002,19.66607,55.65167,"(19.66607, 55.65167)",L
6002,Jiddat al Harasis 078,12138,Valid,L6,882.7,Found,2003,19.91448,55.66278,"(19.91448, 55.66278)",L
6003,Jiddat al Harasis 079,12139,Valid,L6,3959.86,Found,2003,19.91455,55.66447,"(19.91455, 55.66447)",L
6004,Jiddat al Harasis 080,12140,Valid,L6,23.41,Found,2003,19.58403,55.6798,"(19.58403, 55.6798)",L
6011,Jiddat al Harasis 088,12147,Valid,L6,185.4,Found,2002,19.3571,56.26865,"(19.3571, 56.26865)",L
6013,Jiddat al Harasis 090,12149,Valid,L5,92667.6,Found,2002,19.71678,56.6062,"(19.71678, 56.6062)",L
6014,Jiddat al Harasis 091,12150,Valid,L5,123374.0,Found,2002,19.69362,56.65432,"(19.69362, 56.65432)",L
6016,Jiddat al Harasis 093,12152,Valid,L5,246.77,Found,2002,19.96255,56.75665,"(19.96255, 56.75665)",L
6017,Jiddat al Harasis 094,12153,Valid,L6,3713.75,Found,2002,19.98358,56.77298,"(19.98358, 56.77298)",L
6018,Jiddat al Harasis 095,12154,Valid,L6,1211.57,Found,2002,19.98358,56.77298,"(19.98358, 56.77298)",L
6019,Jiddat al Harasis 096,12155,Valid,L6,1853.5,Found,2002,19.46028,56.82793,"(19.46028, 56.82793)",L
6020,Jiddat al Harasis 097,12156,Valid,L5,674.3,Found,2002,19.46162,56.83205,"(19.46162, 56.83205)",L
6024,Jiddat al Harasis 101,12160,Valid,L6,3563.0,Found,2003,19.75073,56.96652,"(19.75073, 56.96652)",L
6026,Jiddat al Harasis 103,12162,Valid,L4,2711.0,Found,2003,19.8579,56.99973,"(19.8579, 56.99973)",L
6033,Jiddat al Harasis 110,34022,Valid,L~5,263.0,Found,2004,19.75707,56.66787,"(19.75707, 56.66787)",L
6035,Jiddat al Harasis 112,34024,Valid,L~5,38.5,Found,2004,19.64747,55.74997,"(19.64747, 55.74997)",L
6038,Jiddat al Harasis 115,34027,Valid,L~6,442.0,Found,2004,19.74212,55.71987,"(19.74212, 55.71987)",L
6039,Jiddat al Harasis 116,34028,Valid,L~6,32.5,Found,2004,19.64878,55.75525,"(19.64878, 55.75525)",L
6042,Jiddat al Harasis 119,34031,Valid,L~6,1000.0,Found,2004,19.77455,56.72408,"(19.77455, 56.72408)",L
6045,Jiddat al Harasis 122,34034,Valid,L5,43.6,Found,2002,19.668383,55.740733,"(19.668383, 55.740733)",L
6047,Jiddat al Harasis 124,34534,Valid,L5,1414.0,Found,2001,19.8,54.8,"(19.8, 54.8)",L
6049,Jiddat al Harasis 130,34563,Valid,L6,54.7,Found,2005,19.59864,55.00294,"(19.59864, 55.00294)",L
6050,Jiddat al Harasis 200,35520,Valid,L6,175.47,Found,2002,19.97857,56.4879,"(19.97857, 56.4879)",L
6051,Jiddat al Harasis 201,35521,Valid,L4,929.4,Found,2002,19.96573,56.44223,"(19.96573, 56.44223)",L
6062,Jiddat al Harasis 212,35531,Valid,L4,2711.0,Found,2003,19.8579,56.99973,"(19.8579, 56.99973)",L
6063,Jiddat al Harasis 213,35532,Valid,L6,3563.0,Found,2003,19.75073,56.96652,"(19.75073, 56.96652)",L
6066,Jiddat al Harasis 216,35535,Valid,L5-6,5.5,Found,2005,19.93958,56.41473,"(19.93958, 56.41473)",L
6068,Jiddat al Harasis 218,35537,Valid,L5,2927.04,Found,2005,19.7034,56.64247,"(19.7034, 56.64247)",L
6069,Jiddat al Harasis 219,35538,Valid,L4-5,376.89,Found,2005,19.70438,56.64243,"(19.70438, 56.64243)",L
6070,Jiddat al Harasis 220,35539,Valid,L4-5,1350.6,Found,2005,19.70448,56.6428,"(19.70448, 56.6428)",L
6071,Jiddat al Harasis 221,35540,Valid,L5,4012.0,Found,2005,19.75643,56.55205,"(19.75643, 56.55205)",L
6072,Jiddat al Harasis 222,35541,Valid,L4-5,314.6,Found,2005,19.76312,56.55807,"(19.76312, 56.55807)",L
6079,Jiddat al Harasis 229,35548,Valid,L5,5135.0,Found,2005,19.7058,56.60775,"(19.7058, 56.60775)",L
6080,Jiddat al Harasis 230,35549,Valid,L5,77000.0,Found,2005,19.7127,56.58277,"(19.7127, 56.58277)",L
6081,Jiddat al Harasis 231,35550,Valid,L4,14.26,Found,2005,19.93703,56.35802,"(19.93703, 56.35802)",L
6082,Jiddat al Harasis 232,35551,Valid,L6,17.52,Found,2005,19.98675,56.38977,"(19.98675, 56.38977)",L
6115,Jiddat al Harasis 265,35582,Valid,L6,886.3,Found,2005,19.96765,56.47965,"(19.96765, 56.47965)",L
6118,Jiddat al Harasis 268,35585,Valid,L6,26.03,Found,2005,19.98013,56.35803,"(19.98013, 56.35803)",L
6123,Jiddat al Harasis 273,35590,Valid,L6,198.95,Found,2005,19.94863,56.0315,"(19.94863, 56.0315)",L
6129,Jiddat al Harasis 279,35596,Valid,L6,7494.2,Found,2005,19.97303,55.9528,"(19.97303, 55.9528)",L
6133,Jiddat al Harasis 283,35600,Valid,L5,1323.9,Found,2005,19.6865,56.14503,"(19.6865, 56.14503)",L
6137,Jiddat al Harasis 287,35605,Valid,L5,192.77,Found,2005,19.78115,56.47643,"(19.78115, 56.47643)",L
6138,Jiddat al Harasis 288,35606,Valid,L5,2623.0,Found,2005,19.7821,56.47652,"(19.7821, 56.47652)",L
6139,Jiddat al Harasis 289,35607,Valid,L6,2519.3,Found,2005,19.90637,56.4936,"(19.90637, 56.4936)",L
6140,Jiddat al Harasis 290,35608,Valid,L5,671.2,Found,2005,19.79777,56.47602,"(19.79777, 56.47602)",L
6141,Jiddat al Harasis 291,35609,Valid,L5,923.0,Found,2005,19.7842,56.47878,"(19.7842, 56.47878)",L
6142,Jiddat al Harasis 292,35610,Valid,L5,985.2,Found,2005,19.78918,56.48023,"(19.78918, 56.48023)",L
6143,Jiddat al Harasis 293,35611,Valid,L5,8420.0,Found,2005,19.79363,56.47927,"(19.79363, 56.47927)",L
6144,Jiddat al Harasis 294,35612,Valid,L5,503.95,Found,2005,19.79585,56.47767,"(19.79585, 56.47767)",L
6145,Jiddat al Harasis 295,35613,Valid,L5,4820.0,Found,2005,19.8015,56.46762,"(19.8015, 56.46762)",L
6146,Jiddat al Harasis 296,35614,Valid,L5,294.42,Found,2005,19.79983,56.46717,"(19.79983, 56.46717)",L
6147,Jiddat al Harasis 297,35615,Valid,L5,643.3,Found,2005,19.80192,56.4623,"(19.80192, 56.4623)",L
6148,Jiddat al Harasis 298,35616,Valid,L5,313.1,Found,2005,19.80192,56.46217,"(19.80192, 56.46217)",L
6149,Jiddat al Harasis 299,35617,Valid,L5,159.59,Found,2005,19.81463,56.44852,"(19.81463, 56.44852)",L
6150,Jiddat al Harasis 300,35618,Valid,L5,208.35,Found,2005,19.81988,56.44577,"(19.81988, 56.44577)",L
6151,Jiddat al Harasis 301,35619,Valid,L5,181.59,Found,2005,19.81995,56.44628,"(19.81995, 56.44628)",L
6152,Jiddat al Harasis 302,35620,Valid,L5,288.51,Found,2005,19.82838,56.44243,"(19.82838, 56.44243)",L
6153,Jiddat al Harasis 303,35621,Valid,L5,60.21,Found,2005,19.89668,56.33102,"(19.89668, 56.33102)",L
6154,Jiddat al Harasis 304,35622,Valid,L5,39.54,Found,2005,19.89125,56.33092,"(19.89125, 56.33092)",L
6155,Jiddat al Harasis 305,35623,Valid,L5,46.98,Found,2005,19.88368,56.33967,"(19.88368, 56.33967)",L
6156,Jiddat al Harasis 306,35624,Valid,L5,49.77,Found,2005,19.89187,56.33047,"(19.89187, 56.33047)",L
6157,Jiddat al Harasis 307,44715,Valid,L5,220.3,Found,2005,19.89152,56.32853,"(19.89152, 56.32853)",L
6158,Jiddat al Harasis 308,35625,Valid,L6,620.9,Found,2005,19.66717,55.721,"(19.66717, 55.721)",L
6159,Jiddat al Harasis 309,35626,Valid,L6,43.9,Found,2005,19.67332,55.70812,"(19.67332, 55.70812)",L
6160,Jiddat al Harasis 310,35627,Valid,L6,3034.5,Found,2005,19.71095,55.71473,"(19.71095, 55.71473)",L
6162,Jiddat al Harasis 312,35629,Valid,L6,3489.0,Found,2005,19.71902,55.70425,"(19.71902, 55.70425)",L
6163,Jiddat al Harasis 313,35630,Valid,L6,1899.7,Found,2005,19.7216,55.70785,"(19.7216, 55.70785)",L
6166,Jiddat al Harasis 316,45842,Valid,L~6,166.2,Found,2001,19.34918,55.5543,"(19.34918, 55.5543)",L
6174,Jiddat al Harasis 324,45848,Valid,L5,791.0,Found,2006,19.72058,55.68105,"(19.72058, 55.68105)",L
6176,Jiddat al Harasis 326,45850,Valid,L6,73.09,Found,2006,19.68248,55.73238,"(19.68248, 55.73238)",L
6177,Jiddat al Harasis 327,45851,Valid,L6,527.53,Found,2006,19.67398,55.73695,"(19.67398, 55.73695)",L
6178,Jiddat al Harasis 328,45852,Valid,L6,2221.23,Found,2006,19.74065,55.7136,"(19.74065, 55.7136)",L
6179,Jiddat al Harasis 329,45853,Valid,L6,272.48,Found,2006,19.73388,55.72133,"(19.73388, 55.72133)",L
6180,Jiddat al Harasis 330,45854,Valid,L6,65.49,Found,2006,19.72875,55.7279,"(19.72875, 55.7279)",L
6181,Jiddat al Harasis 331,45855,Valid,L6,96.14,Found,2006,19.72767,55.72677,"(19.72767, 55.72677)",L
6182,Jiddat al Harasis 332,45856,Valid,L6,93.45,Found,2006,19.72823,55.72597,"(19.72823, 55.72597)",L
6184,Jiddat al Harasis 334,45858,Valid,L6,261.65,Found,2006,19.72743,55.72533,"(19.72743, 55.72533)",L
6187,Jiddat al Harasis 337,45861,Valid,L6,731.44,Found,2006,20.004883,55.71527,"(20.004883, 55.71527)",L
6188,Jiddat al Harasis 338,45862,Valid,L6,85.94,Found,2006,19.98602,55.675,"(19.98602, 55.675)",L
6189,Jiddat al Harasis 339,45863,Valid,L6,488.34,Found,2006,19.92885,55.66888,"(19.92885, 55.66888)",L
6190,Jiddat al Harasis 340,45864,Valid,L6,320.3,Found,2006,19.79072,56.50055,"(19.79072, 56.50055)",L
6191,Jiddat al Harasis 341,45865,Valid,L5,225.55,Found,2006,19.78568,56.50237,"(19.78568, 56.50237)",L
6192,Jiddat al Harasis 342,45866,Valid,L5,49750.0,Found,2006,19.71458,56.54755,"(19.71458, 56.54755)",L
6199,Jiddat al Harasis 349,51617,Valid,L~6,64.3,Found,2003,19.29798,55.74993,"(19.29798, 55.74993)",L
6200,Jiddat al Harasis 350,51618,Valid,L~6,67.3,Found,2003,19.33897,55.5447,"(19.33897, 55.5447)",L
6204,Jiddat al Harasis 354,51622,Valid,L~6,1200.8,Found,2003,19.36337,55.6354,"(19.36337, 55.6354)",L
6205,Jiddat al Harasis 355,51623,Valid,L~6,16879.1,Found,2003,19.35885,55.54843,"(19.35885, 55.54843)",L
6208,Jiddat al Harasis 358,51626,Valid,L~5,528.2,Found,2003,19.35357,55.6231,"(19.35357, 55.6231)",L
6210,Jiddat al Harasis 360,53574,Valid,L-melt rock,55.5,Found,2003,19.3723,55.56297,"(19.3723, 55.56297)",L
6211,Jiddat al Harasis 361,51628,Valid,L~4,21.2,Found,2003,19.29038,55.56208,"(19.29038, 55.56208)",L
6212,Jiddat al Harasis 362,51629,Valid,L~5,104.5,Found,2003,19.34395,55.74462,"(19.34395, 55.74462)",L
6214,Jiddat al Harasis 364,51631,Valid,L~6,735.6,Found,2003,19.54553,56.04363,"(19.54553, 56.04363)",L
6216,Jiddat al Harasis 366,51633,Valid,L~6,99.5,Found,2003,19.65625,56.0561,"(19.65625, 56.0561)",L
6217,Jiddat al Harasis 367,51634,Valid,L~5,572.9,Found,2003,19.34562,55.87173,"(19.34562, 55.87173)",L
6220,Jiddat al Harasis 370,51637,Valid,L~6,1453.1,Found,2003,19.33183,55.81017,"(19.33183, 55.81017)",L
6221,Jiddat al Harasis 371,51638,Valid,L~6,660.5,Found,2003,19.31028,55.83092,"(19.31028, 55.83092)",L
6223,Jiddat al Harasis 373,51640,Valid,L~5,68.6,Found,2003,19.3388,55.71862,"(19.3388, 55.71862)",L
6225,Jiddat al Harasis 375,51642,Valid,L~4,113.4,Found,2003,19.30267,55.70097,"(19.30267, 55.70097)",L
6228,Jiddat al Harasis 378,51645,Valid,L~6,1186.3,Found,2003,19.2893,55.71468,"(19.2893, 55.71468)",L
6234,Jiddat al Harasis 384,51651,Valid,L~6,519.7,Found,2003,19.28098,55.78318,"(19.28098, 55.78318)",L
6235,Jiddat al Harasis 385,55267,Valid,L~6,161.6,Found,2003,19.36147,55.89948,"(19.36147, 55.89948)",L
6237,Jiddat al Harasis 387,51653,Valid,L5,622.4,Found,2003,19.27643,55.76668,"(19.27643, 55.76668)",L
6238,Jiddat al Harasis 388,51654,Valid,L~6,1589.2,Found,2003,19.27775,55.76402,"(19.27775, 55.76402)",L
6244,Jiddat al Harasis 394,51660,Valid,L~6,1174.4,Found,2003,19.30128,55.80838,"(19.30128, 55.80838)",L
6251,Jiddat al Harasis 401,48552,Valid,L6,49.33,Found,2002,19.99743,56.41067,"(19.99743, 56.41067)",L
6256,Jiddat al Harasis 406,48557,Valid,L6,33000.0,Found,2006,19.53268,56.87225,"(19.53268, 56.87225)",L
6258,Jiddat al Harasis 408,48559,Valid,L5,280.972,Found,2007,19.73472,56.45558,"(19.73472, 56.45558)",L
6261,Jiddat al Harasis 411,48562,Valid,L6,159.4,Found,2007,19.67742,56.60385,"(19.67742, 56.60385)",L
6266,Jiddat al Harasis 416,48567,Valid,L6,18.77,Found,2007,19.7872,56.42157,"(19.7872, 56.42157)",L
6271,Jiddat al Harasis 421,48572,Valid,L6,47.909,Found,2007,19.92415,56.33683,"(19.92415, 56.33683)",L
6276,Jiddat al Harasis 426,48577,Valid,L6,11170.1,Found,2007,19.93787,56.39555,"(19.93787, 56.39555)",L
6280,Jiddat al Harasis 430,48581,Valid,L4/5,5.757,Found,2007,19.93755,56.47403,"(19.93755, 56.47403)",L
6284,Jiddat al Harasis 434,48585,Valid,L6,186.426,Found,2007,19.75612,56.31647,"(19.75612, 56.31647)",L
6285,Jiddat al Harasis 435,48586,Valid,L6,353.16,Found,2007,19.69272,56.37732,"(19.69272, 56.37732)",L
6286,Jiddat al Harasis 436,48587,Valid,L6,308.65,Found,2007,19.6262,56.50932,"(19.6262, 56.50932)",L
6290,Jiddat al Harasis 440,48591,Valid,L4,32.169,Found,2007,19.60002,56.432,"(19.60002, 56.432)",L
6291,Jiddat al Harasis 441,48592,Valid,L4,513.831,Found,2007,19.60597,56.4297,"(19.60597, 56.4297)",L
6292,Jiddat al Harasis 442,48593,Valid,L4,287.487,Found,2007,19.60557,56.42852,"(19.60557, 56.42852)",L
6293,Jiddat al Harasis 443,48594,Valid,L4,759.777,Found,2007,19.60358,56.42743,"(19.60358, 56.42743)",L
6294,Jiddat al Harasis 444,48595,Valid,L4,68.039,Found,2007,19.60187,56.42582,"(19.60187, 56.42582)",L
6295,Jiddat al Harasis 445,48596,Valid,L4,94.018,Found,2007,19.60463,56.42745,"(19.60463, 56.42745)",L
6296,Jiddat al Harasis 446,48597,Valid,L4,210.578,Found,2007,19.60792,56.43172,"(19.60792, 56.43172)",L
6297,Jiddat al Harasis 447,48598,Valid,L4,3.601,Found,2007,19.61665,56.42307,"(19.61665, 56.42307)",L
6298,Jiddat al Harasis 448,48599,Valid,L4,275.764,Found,2007,19.59957,56.43208,"(19.59957, 56.43208)",L
6302,Jiddat al Harasis 452,48603,Valid,L4,100.614,Found,2007,19.74997,56.30958,"(19.74997, 56.30958)",L
6303,Jiddat al Harasis 453,48604,Valid,L5,48.336,Found,2007,19.75672,56.29053,"(19.75672, 56.29053)",L
6307,Jiddat al Harasis 457,48608,Valid,L6,6442.0,Found,2007,19.73183,56.32925,"(19.73183, 56.32925)",L
6311,Jiddat al Harasis 461,48612,Valid,L6,3308.7,Found,2007,19.77063,56.35233,"(19.77063, 56.35233)",L
6312,Jiddat al Harasis 462,48613,Valid,L6,106.089,Found,2007,19.77558,56.35355,"(19.77558, 56.35355)",L
6314,Jiddat al Harasis 464,48615,Valid,L4,85.999,Found,2007,19.86423,56.37512,"(19.86423, 56.37512)",L
6315,Jiddat al Harasis 465,48616,Valid,L6,30.568,Found,2007,19.88373,56.33652,"(19.88373, 56.33652)",L
6318,Jiddat al Harasis 468,48619,Valid,L6,1064.1,Found,2007,19.8144,56.47422,"(19.8144, 56.47422)",L
6319,Jiddat al Harasis 469,48620,Valid,L6,5.263,Found,2007,19.82223,56.44185,"(19.82223, 56.44185)",L
6320,Jiddat al Harasis 470,48621,Valid,L4,267.943,Found,2007,19.83892,56.43922,"(19.83892, 56.43922)",L
6321,Jiddat al Harasis 471,48622,Valid,L6,8.973,Found,2007,19.84388,56.4504,"(19.84388, 56.4504)",L
6322,Jiddat al Harasis 472,48623,Valid,L6,140.569,Found,2007,19.83555,56.44693,"(19.83555, 56.44693)",L
6323,Jiddat al Harasis 473,48624,Valid,L6,25.529,Found,2007,19.81938,56.44277,"(19.81938, 56.44277)",L
6326,Jiddat al Harasis 476,48627,Valid,L6,453.3,Found,2007,19.82593,56.40448,"(19.82593, 56.40448)",L
6328,Jiddat al Harasis 478,48629,Valid,L5,180.5,Found,2007,19.79833,56.4884,"(19.79833, 56.4884)",L
6343,Jiddat al Harasis 493,50997,Valid,L6,438.7,Found,2007,19.7845,56.41668,"(19.7845, 56.41668)",L
6344,Jiddat al Harasis 494,51401,Valid,L6,63.8,Found,2007,19.78573,56.42622,"(19.78573, 56.42622)",L
6345,Jiddat al Harasis 495,51402,Valid,L6,501.8,Found,2007,19.78508,56.41243,"(19.78508, 56.41243)",L
6346,Jiddat al Harasis 496,50915,Valid,L6,254.4,Found,2007,19.7857,56.4135,"(19.7857, 56.4135)",L
6347,Jiddat al Harasis 497,51403,Valid,L6,36.9,Found,2007,19.79147,56.41468,"(19.79147, 56.41468)",L
6348,Jiddat al Harasis 498,51404,Valid,L6,59.5,Found,2007,19.79218,56.40977,"(19.79218, 56.40977)",L
6349,Jiddat al Harasis 499,50916,Valid,L6,606.4,Found,2007,19.77988,56.41342,"(19.77988, 56.41342)",L
6357,Jiddat al Harasis 507,50920,Valid,L6,310.0,Found,2008,19.67897,55.52115,"(19.67897, 55.52115)",L
6358,Jiddat al Harasis 508,50921,Valid,L6,387.9,Found,2008,19.66977,55.5124,"(19.66977, 55.5124)",L
6365,Jiddat al Harasis 515,50926,Valid,L5-6,24.4,Found,2008,19.54963,55.24668,"(19.54963, 55.24668)",L
6370,Jiddat al Harasis 520,50931,Valid,L6,117.1,Found,2008,19.53048,55.18135,"(19.53048, 55.18135)",L
6371,Jiddat al Harasis 521,51408,Valid,L6,1989.0,Found,2008,19.53048,55.18157,"(19.53048, 55.18157)",L
6375,Jiddat al Harasis 525,51412,Valid,L4-6,1.6,Found,2008,19.53323,55.17502,"(19.53323, 55.17502)",L
6382,Jiddat al Harasis 532,50932,Valid,L6,30.8,Found,2008,19.53378,55.17478,"(19.53378, 55.17478)",L
6398,Jiddat al Harasis 548,50942,Valid,L6,433.6,Found,2008,19.53102,55.18237,"(19.53102, 55.18237)",L
6402,Jiddat al Harasis 552,50945,Valid,L5,17.7,Found,2008,19.525,55.18333,"(19.525, 55.18333)",L
6403,Jiddat al Harasis 553,50946,Valid,L6,496.5,Found,2008,19.5987,55.18773,"(19.5987, 55.18773)",L
6408,Jiddat al Harasis 558,50950,Valid,L6,67.6,Found,2008,19.76382,56.11798,"(19.76382, 56.11798)",L
6412,Jiddat al Harasis 562,51427,Valid,L3.7/3.8,350.0,Found,2008,19.83263,56.21317,"(19.83263, 56.21317)",L
6416,Jiddat al Harasis 566,50914,Valid,L6,2.4,Found,2007,19.7875,56.42015,"(19.7875, 56.42015)",L
6428,Jiddat al Harasis 579,51924,Valid,L4-6,475.1,Found,2009,19.35422,56.75287,"(19.35422, 56.75287)",L
6431,Jiddat al Harasis 582,51927,Valid,L6,1647.5,Found,2009,19.42208,56.69943,"(19.42208, 56.69943)",L
6437,Jiddat al Harasis 588,51936,Valid,L6,165.3,Found,2009,19.62363,56.87883,"(19.62363, 56.87883)",L
6444,Jiddat al Harasis 595,51944,Valid,L5,929.1,Found,2009,19.50875,56.64635,"(19.50875, 56.64635)",L
6445,Jiddat al Harasis 596,51945,Valid,L3,336.4,Found,2009,19.66148,56.43927,"(19.66148, 56.43927)",L
6447,Jiddat al Harasis 598,51947,Valid,L6,39.2,Found,2009,19.82772,55.67342,"(19.82772, 55.67342)",L
6448,Jiddat al Harasis 599,51948,Valid,L6,169.7,Found,2009,19.7965,55.68265,"(19.7965, 55.68265)",L
6449,Jiddat al Harasis 600,51949,Valid,L6,5750.8,Found,2009,19.79552,55.6831,"(19.79552, 55.6831)",L
6450,Jiddat al Harasis 601,51950,Valid,L6,59.8,Found,2009,19.64415,55.73958,"(19.64415, 55.73958)",L
6454,Jiddat al Harasis 605,51954,Valid,L6,58.5,Found,2009,19.8629,56.00598,"(19.8629, 56.00598)",L
6456,Jiddat al Harasis 607,51956,Valid,L6,1317.6,Found,2009,19.90803,55.9086,"(19.90803, 55.9086)",L
6458,Jiddat al Harasis 609,51958,Valid,L6,442.9,Found,2009,19.8598,55.94635,"(19.8598, 55.94635)",L
6469,Jiddat al Harasis 620,51976,Valid,L6,244.6,Found,2009,19.37127,55.36915,"(19.37127, 55.36915)",L
6470,Jiddat al Harasis 621,51977,Valid,L6,43.4,Found,2009,19.38518,55.3774,"(19.38518, 55.3774)",L
6473,Jiddat al Harasis 624,51980,Valid,L6,34.2,Found,2009,19.43198,55.36335,"(19.43198, 55.36335)",L
6474,Jiddat al Harasis 625,52052,Valid,L4,62.8,Found,2009,19.98133,56.46136,"(19.98133, 56.46136)",L
6477,Jiddat al Harasis 629,52786,Valid,L4,888.0,Found,2010,19.78991,55.96635,"(19.78991, 55.96635)",L
6478,Jiddat al Harasis 630,52787,Valid,L5,3036.0,Found,2010,19.79759,55.89089,"(19.79759, 55.89089)",L
6479,Jiddat al Harasis 631,52788,Valid,L4,28.32,Found,2010,19.99521,56.50031,"(19.99521, 56.50031)",L
6481,Jiddat al Harasis 633,52791,Valid,L4,51.1,Found,2010,19.79851,56.35573,"(19.79851, 56.35573)",L
6492,Jiddat al Harasis 644,55474,Valid,L6,2272.8,Found,2010,19.8122,56.67058,"(19.8122, 56.67058)",L
6495,Jiddat al Harasis 647,55478,Valid,L6,365.6,Found,2010,19.81995,56.66037,"(19.81995, 56.66037)",L
6497,Jiddat al Harasis 649,55480,Valid,L6,15.95,Found,2010,19.4694,56.5578,"(19.4694, 56.5578)",L
6503,Jiddat al Harasis 655,55563,Valid,L5,56.0,Found,2011,19.82982,56.4428,"(19.82982, 56.4428)",L
6504,Jiddat al Harasis 656,55564,Valid,L6,1225.0,Found,2011,19.65282,55.74852,"(19.65282, 55.74852)",L
6505,Jiddat al Harasis 657,55583,Valid,L5,720.0,Found,2011,19.7803,56.5026,"(19.7803, 56.5026)",L
6506,Jiddat al Harasis 659,56104,Valid,L3.6,2191.4,Found,2011,19.95119,56.32686,"(19.95119, 56.32686)",L
6507,Jiddat al Harasis 660,56215,Valid,L4,390.8,Found,2011,19.6973,56.706,"(19.6973, 56.706)",L
6508,Jiddat al Harasis 661,56216,Valid,L5,516.1,Found,2011,19.8924,56.66768,"(19.8924, 56.66768)",L
6510,Jiddat al Harasis 663,56218,Valid,L6,1.6,Found,2011,19.83282,55.6858,"(19.83282, 55.6858)",L
6516,Jiddat al Harasis 669,56224,Valid,L6,810.6,Found,2011,19.71987,55.64522,"(19.71987, 55.64522)",L
6540,Jiddat al Harasis 693,56245,Valid,L6,566.0,Found,2011,19.05173,55.56022,"(19.05173, 55.56022)",L
6541,Jiddat al Harasis 694,56246,Valid,L6,515.5,Found,2011,19.05345,55.55842,"(19.05345, 55.55842)",L
6543,Jiddat al Harasis 696,56248,Valid,L6,317.1,Found,2011,19.06243,55.55642,"(19.06243, 55.55642)",L
6544,Jiddat al Harasis 697,56249,Valid,L6,93.6,Found,2011,19.06683,55.55342,"(19.06683, 55.55342)",L
6546,Jiddat al Harasis 699,56251,Valid,L6,13.7,Found,2011,19.204,55.40347,"(19.204, 55.40347)",L
6547,Jiddat al Harasis 700,56252,Valid,L6,93.2,Found,2011,19.20743,55.4016,"(19.20743, 55.4016)",L
6554,Jiddat al Harasis 707,56259,Valid,L5,242.9,Found,2011,19.32123,55.33573,"(19.32123, 55.33573)",L
6556,Jiddat al Harasis 709,56261,Valid,L6,92.0,Found,2011,19.38637,55.31918,"(19.38637, 55.31918)",L
6559,Jiddat al Harasis 712,56264,Valid,L5,70.7,Found,2011,19.5979,55.53353,"(19.5979, 55.53353)",L
6561,Jiddat al Harasis 714,56266,Valid,L6,175.3,Found,2011,19.75308,56.73135,"(19.75308, 56.73135)",L
6562,Jiddat al Harasis 715,56267,Valid,L5,163.5,Found,2011,19.70205,56.72473,"(19.70205, 56.72473)",L
6563,Jiddat al Harasis 716,56268,Valid,L5,364.2,Found,2011,19.66132,56.6766,"(19.66132, 56.6766)",L
6564,Jiddat al Harasis 717,56353,Valid,L5/6,942.0,Found,2011,19.80792,56.45603,"(19.80792, 56.45603)",L
6565,Jiddat al Harasis 719,56433,Valid,L6,2144.0,Found,1979,19.66056,55.73472,"(19.66056, 55.73472)",L
6570,Jiddat al Harasis 724,56438,Valid,L6,14.2,Found,1979,19.63972,55.60444,"(19.63972, 55.60444)",L
6571,Jiddat al Harasis 725,56440,Valid,L5,49.0,Found,1979,19.74806,55.75528,"(19.74806, 55.75528)",L
6572,Jiddat al Harasis 726,56441,Valid,L6,507.0,Found,1979,19.69833,55.25472,"(19.69833, 55.25472)",L
6573,Jiddat al Harasis 727,56442,Valid,L6,301.0,Found,1979,19.69889,55.755,"(19.69889, 55.755)",L
6575,Jiddat al Harasis 729,56444,Valid,L5,951.0,Found,1979,19.66278,55.56333,"(19.66278, 55.56333)",L
6576,Jiddat al Harasis 730,56445,Valid,L4,1040.0,Found,1979,19.635,55.5825,"(19.635, 55.5825)",L
6578,Jiddat al Harasis 732,56447,Valid,L5,154.0,Found,1979,19.69611,56.22694,"(19.69611, 56.22694)",L
6580,Jiddat al Harasis 734,56449,Valid,L4,371.0,Found,1979,19.18222,56.43056,"(19.18222, 56.43056)",L
6582,Jiddat al Harasis 736,56451,Valid,L4,24.7,Found,1979,19.82889,56.48278,"(19.82889, 56.48278)",L
6583,Jiddat al Harasis 737,56452,Valid,L5,1137.0,Found,1979,19.7675,56.40333,"(19.7675, 56.40333)",L
6585,Jiddat al Harasis 739,56454,Valid,L4,587.0,Found,1979,19.83278,56.43583,"(19.83278, 56.43583)",L
6586,Jiddat al Harasis 740,56455,Valid,L4,354.0,Found,1979,19.78917,56.48472,"(19.78917, 56.48472)",L
6587,Jiddat al Harasis 741,56456,Valid,L4,31.6,Found,1979,19.81333,56.49028,"(19.81333, 56.49028)",L
6588,Jiddat al Harasis 742,56457,Valid,L4,1144.0,Found,1979,19.82694,56.46972,"(19.82694, 56.46972)",L
6589,Jiddat al Harasis 743,56458,Valid,L4,105.0,Found,1979,19.83028,56.48194,"(19.83028, 56.48194)",L
6590,Jiddat al Harasis 744,56459,Valid,L4,17.3,Found,1979,19.845,56.45194,"(19.845, 56.45194)",L
6591,Jiddat al Harasis 745,56460,Valid,L4,30.5,Found,1979,19.84528,56.46556,"(19.84528, 56.46556)",L
6592,Jiddat al Harasis 746,56461,Valid,L4,22.9,Found,1979,19.84528,56.46556,"(19.84528, 56.46556)",L
