"","id","recclass","mass","fall_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","over_under","coords.x1","coords.x2","optional"
"4669",14729,"L6",3.1,"Found",1963,34.5,-116.95,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-116.95,34.5,TRUE
"630",4987,"L6",925,"Found",1979,38.48417,-113.13639,"L","Chondrite","Stony","Ordinary","L","13",0.428663281861922,-113.13639,38.48417,TRUE
"3498",10870,"H5",725,"Fell",1950,12.91667,11.91667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,11.91667,12.91667,TRUE
"2574",7043,"L6",6574.4,"Found",2001,18.7865,54.2505,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.2505,18.7865,TRUE
"6527",23848,"H6",170,"Found",1992,25.45306,0.40167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,0.40167,25.45306,TRUE
"7683",35694,"L6",97.27,"Found",2003,20.03577,57.22038,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.22038,20.03577,TRUE
"6476",23796,"H6",13.84,"Found",2002,-23.981,-68.313,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-68.313,-23.981,TRUE
"7735",44714,"H6",167.7,"Fell",2003,1.345,31.47278,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,31.47278,1.345,TRUE
"8401",51586,"L5",4620,"Found",2007,55.54867,35.2995,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,35.2995,55.54867,TRUE
"7728",44707,"H4",54.5,"Found",1998,34.30333,-112.16617,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-112.16617,34.30333,TRUE
"6826",24217,"Iron, ungrouped",5750,"Found",1927,39.7,-103.16667,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-103.16667,39.7,TRUE
"2352",6821,"L6",394,"Found",1999,18.92967,54.47117,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.47117,18.92967,TRUE
"3623",11468,"H?",0.2,"Fell",1817,35.65,139.33333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,139.33333,35.65,TRUE
"1244",5650,"H4",36,"Found",1999,27.23233,16.196,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.196,27.23233,TRUE
"703",5074,"H4",30500,"Found",1970,33.59167,-103.02667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-103.02667,33.59167,TRUE
"1543",5949,"L6",405,"Found",1998,27.84217,15.89667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,15.89667,27.84217,TRUE
"2399",6868,"L6",43,"Found",2000,18.83792,54.67033,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.67033,18.83792,TRUE
"1043",5441,"H5",817,"Found",1967,39.68333,-102.845,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-102.845,39.68333,TRUE
"177",179,"H3.7",313,"Found",1990,27.65,4.25,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,4.25,27.65,TRUE
"945",5341,"L5",705,"Fell",1901,46.55,6.81667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,6.81667,46.55,TRUE
"9882",57338,"H~5",12110,"Found",2012,-24.68333,-69.76667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-69.76667,-24.68333,TRUE
"8248",50950,"L6",67.6,"Found",2008,19.76382,56.11798,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.11798,19.76382,TRUE
"5260",17875,"H5",5300,"Found",2001,30.40667,-5.89233,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-5.89233,30.40667,TRUE
"3364",10077,"H5",1e+05,"Found",1966,39.61667,-94.86667,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-94.86667,39.61667,TRUE
"9097",54851,"Iron, IAB-MG",9162,"Found",2002,50.43845,-95.52937,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708,-95.52937,50.43845,TRUE
"5231",17815,"L5",319,"Found",1999,32.33333,-3.5,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-3.5,32.33333,TRUE
"397",405,"L6",435,"Found",1992,27.57639,4.52528,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,4.52528,27.57639,TRUE
"7465",35474,"CV3",48.29,"Found",2003,20.53187,56.04902,"CV","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,56.04902,20.53187,TRUE
"76",78,"L6",941,"Found",1990,27.53333,3.83333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,3.83333,27.53333,TRUE
"1349",5755,"H5-6",66,"Found",1996,27.624,16.05117,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.05117,27.624,TRUE
"9173",55416,"L6",395.66,"Found",2010,21.34533,55.463,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,55.463,21.34533,TRUE
"6864",24244,"H5",3750,"Fell",1831,48.95,17.38333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,17.38333,48.95,TRUE
"9677",56513,"L4",553.5,"Found",1979,19.84306,56.42056,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,56.42056,19.84306,TRUE
"1398",5804,"LL5-6",7141,"Found",1997,27.06117,16.17817,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,16.17817,27.06117,TRUE
"7048",30467,"H6",4.4,"Found",1999,35.05847,-116.769,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-116.769,35.05847,TRUE
"2146",6569,"H4",700,"Found",1986,29.41917,12.125,"H","Chondrite","Stony","Ordinary","H","14",0.498018659921233,12.125,29.41917,TRUE
"3235",7754,"L6",2117,"Fell",1943,33.43333,127.26667,"L","Chondrite","Stony","Ordinary","L","0",71.3451083182367,127.26667,33.43333,TRUE
"3293",7818,"Iron",40000,"Found",1938,-30.63333,-64.88333,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-64.88333,-30.63333,TRUE
"9095",54837,"H5",1.9,"Found",2010,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"695",5065,"L5",705,"Fell",1941,40.91667,-78.08333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-78.08333,40.91667,TRUE
"5353",18051,"L",540,"Found",1969,28.29583,0.025,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,0.025,28.29583,TRUE
"6968",30381,"Iron, ungrouped",1e+06,"Found",1792,22.81667,-102.56667,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-102.56667,22.81667,TRUE
"8777",52435,"L6",345,"Found",2005,18.64867,54.43083,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.43083,18.64867,TRUE
"9096",54838,"Lunar (bas/anor)",2.51,"Found",2007,18.46,54.058,"Lunar","Achondrite","Stony","Moon",NA,"11",0.00485781484723708,54.058,18.46,TRUE
"9115",54935,"H5",2.3,"Found",2011,-30.657,131.47814,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,131.47814,-30.657,TRUE
"1052",5452,"Iron, IIAB",2156,"Found",1980,-27.95,122.88333,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,122.88333,-27.95,TRUE
"1021",5417,"L6",93500,"Found",1939,32,-101.5,"L","Chondrite","Stony","Ordinary","L","15",0.406210536590808,-101.5,32,TRUE
"5239",17842,"Eucrite",712,"Found",2000,31.7025,-4.96833,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,-4.96833,31.7025,TRUE
"1835",6244,"H6",586,"Found",1999,27.11667,16.05,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.05,27.11667,TRUE
"9512",56268,"L5",364.2,"Found",2011,19.66132,56.6766,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.6766,19.66132,TRUE
"4848",16697,"LL6",5500,"Fell",1952,32.33333,120.66667,"LL","Chondrite","Stony","Ordinary","LL","1",0.297273742080897,120.66667,32.33333,TRUE
"5479",18841,"H5",7e+05,"Found",1917,34.11667,-101.78333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-101.78333,34.11667,TRUE
"5338",18033,"Stone-uncl",4500,"Fell",1671,48.5,8,"Stony",NA,"Stony",NA,NA,"10",0.461815233876118,8,48.5,TRUE
"8593",51911,"H4-6",159.3,"Found",2009,19.74035,56.33962,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.33962,19.74035,TRUE
"4216",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",71.3451083182367,11.229167,55.608833,TRUE
"755",5128,"L",762,"Fell",1886,40.5,-80.08333,"L","Chondrite","Stony","Ordinary","L","1",0.297273742080897,-80.08333,40.5,TRUE
"9101",54859,"H5",5176,"Found",1994,35.405,-98.74889,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-98.74889,35.405,TRUE
"3095",7564,"H6",82.43,"Found",2001,19.02542,54.50633,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.50633,19.02542,TRUE
"737",5109,"H5",381,"Found",1977,-29.46667,128.35,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,128.35,-29.46667,TRUE
"9878",57334,"L~6",333,"Found",2011,-24.68333,-69.76667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-69.76667,-24.68333,TRUE
"7253",31358,"Acapulcoite",93,"Found",2003,18.20417,54.05667,"Acapulcoite","Achondrite","Stony","Primitive",NA,"11",0.00485781484723708,54.05667,18.20417,TRUE
"3478",10854,"H5",367,"Fell",1960,11.65,-2.18333,"H","Chondrite","Stony","Ordinary","H","16",1.82339952891488,-2.18333,11.65,TRUE
"1351",5757,"L6",184,"Found",1996,27.62417,16.05983,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,16.05983,27.62417,TRUE
"6412",23728,"L6",50,"Fell",1974,41.2,-73.13333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,-73.13333,41.2,TRUE
"6273",23557,"L5",255.25,"Found",1998,18.1672,53.84555,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,53.84555,18.1672,TRUE
"9298",55550,"L4",2572,"Found",1990,-28.84519,121.397,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,121.397,-28.84519,TRUE
"9138",55278,"H5",1357,"Found",2004,18.69667,54.37167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.37167,18.69667,TRUE
"2437",6906,"L6",220,"Found",2000,18.98267,54.62183,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,54.62183,18.98267,TRUE
"83",85,"H5",183,"Found",1990,27.7,4.35,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,4.35,27.7,TRUE
"8532",51737,"Iron, IIAB",41,"Found",2004,44.93389,-116.43167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-116.43167,44.93389,TRUE
"1513",5919,"H6",48,"Found",1997,27.83533,15.8435,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.8435,27.83533,TRUE
"9346",55641,"H3.6",100.68,"Found",2010,20.80225,55.44393,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.44393,20.80225,TRUE
"735",5107,"Iron, IVA",2000,"Found",1900,-31.15,149.11667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","2",0.463225690897741,149.11667,-31.15,TRUE
"6014",23292,"H4/5",154,"Found",2000,20.82752,57.30552,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.30552,20.82752,TRUE
"2414",6883,"H3-5",243,"Found",2001,18.73805,54.19367,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.19367,18.73805,TRUE
"9237",55480,"L6",15.95,"Found",2010,19.4694,56.5578,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.5578,19.4694,TRUE
"7795",45827,"H5",105.3,"Found",2001,19.53112,57.08427,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,57.08427,19.53112,TRUE
"7802",45834,"CK3",134,"Found",2006,18.56944,54.24,"CK","Chondrite","Stony","Carbonaceous","CV-CK","11",0.00485781484723708,54.24,18.56944,TRUE
"3959",11805,"H6",152,"Found",2001,29.08933,12.427,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,12.427,29.08933,TRUE
"6701",24092,"H",3000,"Found",1970,37.63333,-102.41667,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,-102.41667,37.63333,TRUE
"4229",12097,"H4",162,"Found",1999,19.26833,56.145,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.145,19.26833,TRUE
"3443",10167,"Iron, IIIAB",15900,"Found",1856,44.35,-100.38333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","13",0.428663281861922,-100.38333,44.35,TRUE
"9586",56408,"H6",55.51,"Found",2010,22.68423,55.33652,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,55.33652,22.68423,TRUE
"697",5067,"H4",1500,"Found",1979,34.20583,-103.22222,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-103.22222,34.20583,TRUE
"3098",7567,"H4",133.22,"Found",2001,19.0456,54.494,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.494,19.0456,TRUE
"4261",12129,"L6",557,"Found",2000,19.27082,56.69713,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.69713,19.27082,TRUE
"6785",24172,"L5",6900,"Found",2003,-41.06667,-62.85,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-62.85,-41.06667,TRUE
"997",5398,"Iron",18400,"Found",1923,37.26667,-99.33333,"Iron","Achondrite","Iron",NA,NA,"2",0.463225690897741,-99.33333,37.26667,TRUE
"1198",5604,"H5",236,"Found",1995,27.1425,16.0295,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.0295,27.1425,TRUE
"1941",6351,"H5",10.5,"Found",2000,26.98717,16.437,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.437,26.98717,TRUE
"7517",35527,"Mesosiderite",492.31,"Found",2002,19.9867,56.41857,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"11",0.00485781484723708,56.41857,19.9867,TRUE
"7365",34054,"L5",51.1,"Found",2004,20.59833,57.16323,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.16323,20.59833,TRUE
"8784",52465,"L6",43.1,"Found",2010,34.48388,-116.9501,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-116.9501,34.48388,TRUE
"1617",6024,"Martian (shergottite)",2015,"Found",1998,27.35267,16.20067,"Shergottite","Achondrite","Stony","Martian","SNC","11",0.00485781484723708,16.20067,27.35267,TRUE
"6740",24133,"Iron, IAB complex",44000,"Found",1992,56.38333,120.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","11",0.00485781484723708,120.46667,56.38333,TRUE
"8680",51998,"H5",115.5,"Found",2009,20.35648,56.54885,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.54885,20.35648,TRUE
"6825",24215,"CO3.7",1600,"Fell",1877,38.68333,-91.15,"CO","Chondrite","Stony","Carbonaceous","CM-CO","1",0.297273742080897,-91.15,38.68333,TRUE
"3588",11433,"Iron, IIG",13100,"Found",2000,-25.1,-69.53333,"Iron IIG","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,-69.53333,-25.1,TRUE
"262",265,"H6",75,"Found",1991,27.68528,4.50333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,4.50333,27.68528,TRUE
"7677",35688,"L6",243.4,"Found",2005,20.2189,56.46167,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.46167,20.2189,TRUE
"7247",31352,"Iron, IIIAB",9530,"Found",2001,50.11112,36.8001,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","11",0.00485781484723708,36.8001,50.11112,TRUE
"2000",6410,"Eucrite-pmict",361,"Found",1999,26.9195,16.674,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","11",0.00485781484723708,16.674,26.9195,TRUE
"9090",54829,"H5",6,"Found",2010,-24.25,-70.51667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.51667,-24.25,TRUE
"6432",23748,"H5",3.4,"Found",2000,35.25448,-117.10972,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-117.10972,35.25448,TRUE
"1896",6306,"H5",90.5,"Found",1999,27.71433,15.86867,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.86867,27.71433,TRUE
"3349",10060,"L4",74318,"Found",1977,-32.03333,139.78333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,139.78333,-32.03333,TRUE
"213",215,"CH3",105,"Found",1991,27.68806,4.37194,"CH","Chondrite","Stony","Carbonaceous","CR","11",0.00485781484723708,4.37194,27.68806,TRUE
"6773",24164,"Iron, IIE",70,"Found",1876,48.63333,34.36667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","1",0.297273742080897,34.36667,48.63333,TRUE
"6157",23435,"L6",1069.5,"Found",2003,20.63642,57.28727,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,57.28727,20.63642,TRUE
"5393",18097,"L6",13.6,"Found",1965,-32.04167,126.18333,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,126.18333,-32.04167,TRUE
"5423",18782,"H6",12570,"Fell",1992,41.28333,-73.91667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-73.91667,41.28333,TRUE
"3402",10126,"H3",74,"Found",1970,-30.9,128.08333,"H","Chondrite","Stony","Ordinary","H","2",0.463225690897741,128.08333,-30.9,TRUE
"3539",10948,"H6",1600,"Fell",1865,24.23333,89.05,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,89.05,24.23333,TRUE
"8729",52387,"H6",29.4,"Found",2009,-25.439667,-69.8865,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-69.8865,-25.439667,TRUE
"1307",5713,"Ureilite-pmict",32,"Found",1996,27.05117,16.39233,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"11",0.00485781484723708,16.39233,27.05117,TRUE
"7131",30553,"H6",608.5,"Found",2004,19.23439,54.91681,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,54.91681,19.23439,TRUE
"7980",47704,"L6-melt breccia",101,"Found",2006,-31.66417,141.23375,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,141.23375,-31.66417,TRUE
"5258",17871,"R4",36,"Found",2001,30.808,-5.85583,"Rumuruti","Chondrite","Stony","Other","Rumuruti","11",0.00485781484723708,-5.85583,30.808,TRUE
"6842",24227,"Iron, IVB",38800,"Found",1898,34.25,-112.75,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","15",0.406210536590808,-112.75,34.25,TRUE
"5237",17840,"L4",5146,"Found",2000,30.63583,-5.08833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-5.08833,30.63583,TRUE
"5446",18807,"Pallasite, PMG-an",1360,"Found",1935,40.45,-102.38333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"2",0.463225690897741,-102.38333,40.45,TRUE
"248",250,"L6",318,"Found",1991,27.52111,3.77333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,3.77333,27.52111,TRUE
"7815",45847,"H5",2967,"Found",2005,19.96297,56.44587,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.44587,19.96297,TRUE
"3668",11514,"L6",233,"Found",1990,28.78333,13.03333,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.03333,28.78333,TRUE
"9815",57186,"L6",2084,"Found",2010,-25.23333,-69.71667,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,-69.71667,-25.23333,TRUE
"1495",5901,"H3-5",210,"Found",1997,27.5965,15.8705,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,15.8705,27.5965,TRUE
"5594",22547,"H4",4.8,"Found",2002,35.69733,-114.06167,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-114.06167,35.69733,TRUE
"4879",16735,"L3.8-an",14040,"Found",1965,-30.01667,141.06667,"L","Chondrite","Stony","Ordinary","L","2",0.463225690897741,141.06667,-30.01667,TRUE
"8196",50678,"H3",22,"Found",2008,19.96825,56.41514,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.41514,19.96825,TRUE
"1766",6174,"H5",72,"Found",1998,27.30417,16.32217,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.32217,27.30417,TRUE
"26",27,"L5",446,"Found",1989,27.73333,4.4,"L","Chondrite","Stony","Ordinary","L","14",0.498018659921233,4.4,27.73333,TRUE
"6928",24344,"H5",3479,"Found",1968,51.88333,-104.18333,"H","Chondrite","Stony","Ordinary","H","1",0.297273742080897,-104.18333,51.88333,TRUE
"4083",11937,"H5",4000,"Found",1991,-30.66167,129.11667,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,129.11667,-30.66167,TRUE
"5589",22542,"H6",12,"Found",2001,35.64645,-114.02853,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-114.02853,35.64645,TRUE
"7276",32784,"CO3",118,"Found",2002,26.60867,4.053,"CO","Chondrite","Stony","Carbonaceous","CM-CO","11",0.00485781484723708,4.053,26.60867,TRUE
"8033",48582,"H4",18.319,"Found",2007,19.76285,56.39985,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,56.39985,19.76285,TRUE
"9731",56637,"LL5",27,"Found",2011,-24.85,-70.53333,"LL","Chondrite","Stony","Ordinary","LL","11",0.00485781484723708,-70.53333,-24.85,TRUE
"1453",5859,"H6",707,"Found",1997,27.1595,16.05283,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,16.05283,27.1595,TRUE
"5295",17979,"H4",5e+05,"Fell",1887,57.78333,55.26667,"H","Chondrite","Stony","Ordinary","H","10",0.461815233876118,55.26667,57.78333,TRUE
"3789",11635,"L6",398,"Found",1995,28.81267,13.42267,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,13.42267,28.81267,TRUE
"6020",23298,"L4",190,"Found",2000,20.54167,56.68833,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,56.68833,20.54167,TRUE
"6223",23506,"H5",12.37,"Found",2001,-19.36775,-66.96787,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-66.96787,-19.36775,TRUE
"9767",56696,"H4",106,"Found",2011,-24.85,-70.53333,"H","Chondrite","Stony","Ordinary","H","11",0.00485781484723708,-70.53333,-24.85,TRUE
"7444",34557,"L5/6",375,"Found",2005,18.54747,53.99986,"L","Chondrite","Stony","Ordinary","L","11",0.00485781484723708,53.99986,18.54747,TRUE
