,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group_name,Chondrite/Achondrite,type,L3,L4
1182,Benešov (b),54855,Valid,H5,1.54,Found,2011,49.76667,14.63333,"(49.76667, 14.63333)",H,Chondrite,Stony,Ordinary,H
1331,Corn,54859,Valid,H5,5176.0,Found,1994,35.405,-98.74889,"(35.405, -98.74889)",H,Chondrite,Stony,Ordinary,H
8087,Northwest Africa 7176,54874,Valid,L3,160.1,Found,2010,26.01043,-10.33618,"(26.01043, -10.33618)",L,Chondrite,Stony,Ordinary,L
9417,Dhofar 1527,54875,Valid,Lunar (feldsp. breccia),42.6,Found,2009,19.3895,54.467,"(19.3895, 54.467)",Lunar,Achondrite,Stony,Moon,-
9418,Dhofar 1528,54876,Valid,Lunar (feldsp. breccia),213.2,Found,2009,18.46883,54.17483,"(18.46883, 54.17483)",Lunar,Achondrite,Stony,Moon,-
8120,Ooldea 001,54925,Valid,L6,587.4,Found,2010,-30.54603,131.9705,"(-30.54603, 131.9705)",L,Chondrite,Stony,Ordinary,L
1324,Cook 012,54926,Valid,H4,6.6,Found,2010,-30.91378,130.90386,"(-30.91378, 130.90386)",H,Chondrite,Stony,Ordinary,H
1325,Cook 013,54927,Valid,H6,46.8,Found,2010,-30.94775,130.90858,"(-30.94775, 130.90858)",H,Chondrite,Stony,Ordinary,H
3600,Mundrabilla 021,54928,Valid,H4,13.0,Found,2010,-30.77972,127.52306,"(-30.77972, 127.52306)",H,Chondrite,Stony,Ordinary,H
6199,Biduna Blowhole 002,54929,Valid,L4,13.0,Found,2011,-31.03297,131.28547,"(-31.03297, 131.28547)",L,Chondrite,Stony,Ordinary,L
6200,Biduna Blowhole 003,54930,Valid,L6,0.4,Found,2011,-31.01964,131.30394,"(-31.01964, 131.30394)",L,Chondrite,Stony,Ordinary,L
8111,O'Malley 002,54931,Valid,L5,4.6,Found,2011,-30.99311,131.33253,"(-30.99311, 131.33253)",L,Chondrite,Stony,Ordinary,L
3711,O'Malley 003,54932,Valid,H6,11.1,Found,2011,-30.98622,131.33211,"(-30.98622, 131.33211)",H,Chondrite,Stony,Ordinary,H
9301,O'Malley 004,54933,Valid,LL6,19.0,Found,2011,-30.62472,131.47064,"(-30.62472, 131.47064)",LL,Chondrite,Stony,Ordinary,LL
3712,O'Malley 005,54934,Valid,H5,0.7,Found,2011,-30.65364,131.47389,"(-30.65364, 131.47389)",H,Chondrite,Stony,Ordinary,H
3713,O'Malley 006,54935,Valid,H5,2.3,Found,2011,-30.657,131.47814,"(-30.657, 131.47814)",H,Chondrite,Stony,Ordinary,H
3714,O'Malley 007,54936,Valid,H5,24.3,Found,2011,-30.69047,131.47353,"(-30.69047, 131.47353)",H,Chondrite,Stony,Ordinary,H
8112,O'Malley 008,54937,Valid,L6,3.4,Found,2011,-30.75806,131.44803,"(-30.75806, 131.44803)",L,Chondrite,Stony,Ordinary,L
3715,O'Malley 009,54938,Valid,H4,8.4,Found,2011,-30.93383,131.36169,"(-30.93383, 131.36169)",H,Chondrite,Stony,Ordinary,H
8113,O'Malley 010,54939,Valid,L5,52.9,Found,2011,-30.93417,131.36111,"(-30.93417, 131.36111)",L,Chondrite,Stony,Ordinary,L
8114,O'Malley 011,54940,Valid,L6,33.6,Found,2011,-30.89344,131.39,"(-30.89344, 131.39)",L,Chondrite,Stony,Ordinary,L
8115,O'Malley 012,54941,Valid,L4,14.1,Found,2011,-30.89281,131.39142,"(-30.89281, 131.39142)",L,Chondrite,Stony,Ordinary,L
8116,O'Malley 013,54942,Valid,L4,7.3,Found,2011,-30.88561,131.38197,"(-30.88561, 131.38197)",L,Chondrite,Stony,Ordinary,L
3716,O'Malley 014,54943,Valid,H6,9.4,Found,2011,-30.88517,131.38011,"(-30.88517, 131.38011)",H,Chondrite,Stony,Ordinary,H
8117,O'Malley 015,54944,Valid,L5,63.9,Found,2011,-30.53842,131.25525,"(-30.53842, 131.25525)",L,Chondrite,Stony,Ordinary,L
3717,O'Malley 016,54945,Valid,H4,17.5,Found,2011,-30.54019,131.25508,"(-30.54019, 131.25508)",H,Chondrite,Stony,Ordinary,H
8118,O'Malley 017,54946,Valid,L6,4.9,Found,2011,-30.54478,131.25928,"(-30.54478, 131.25928)",L,Chondrite,Stony,Ordinary,L
3718,O'Malley 018,54947,Valid,H4,105.2,Found,2011,-30.98789,131.34067,"(-30.98789, 131.34067)",H,Chondrite,Stony,Ordinary,H
8119,O'Malley 019,54948,Valid,L6,786.3,Found,2011,-30.98036,131.34456,"(-30.98036, 131.34456)",L,Chondrite,Stony,Ordinary,L
316,Acfer 398,55262,Valid,CR2,97.0,Found,2001,27.50217,3.86083,"(27.50217, 3.86083)",CR,Chondrite,Stony,Carbonaceous,CR
317,Acfer 399,55263,Valid,CR2,89.0,Found,2001,27.50267,3.8725,"(27.50267, 3.8725)",CR,Chondrite,Stony,Carbonaceous,CR
318,Acfer 400,55264,Valid,CR2,101.0,Found,2001,27.50083,3.86617,"(27.50083, 3.86617)",CR,Chondrite,Stony,Carbonaceous,CR
8363,San Bernardino Wash,55265,Valid,L5,258.0,Found,2010,34.00056,-115.72972,"(34.00056, -115.72972)",L,Chondrite,Stony,Ordinary,L
7662,Jiddat al Harasis 385,55267,Valid,L~6,161.6,Found,2003,19.36147,55.89948,"(19.36147, 55.89948)",L,Chondrite,Stony,Ordinary,L
4449,Shişr 158,55268,Valid,H~5,61.4,Found,2007,18.25928,53.99248,"(18.25928, 53.99248)",H,Chondrite,Stony,Ordinary,H
9526,Jiddat al Harasis 320,55269,Valid,Mesosiderite,25.7,Found,2007,19.9991,56.41118,"(19.9991, 56.41118)",Mesosiderite,Achondrite,Stony-Iron,Mesosiderite,-
6859,Dhofar 1462,55271,Valid,L~4,400.8,Found,2008,18.34955,54.25013,"(18.34955, 54.25013)",L,Chondrite,Stony,Ordinary,L
4330,Sayh al Uhaymir 531,55277,Valid,H5,2339.0,Found,2002,21.00633,57.32183,"(21.00633, 57.32183)",H,Chondrite,Stony,Ordinary,H
2133,Dhofar 1630,55278,Valid,H5,1357.0,Found,2004,18.69667,54.37167,"(18.69667, 54.37167)",H,Chondrite,Stony,Ordinary,H
2134,Dhofar 1631,55279,Valid,H5,3770.0,Found,2004,18.712,54.40033,"(18.712, 54.40033)",H,Chondrite,Stony,Ordinary,H
6914,Dhofar 1632,55280,Valid,L5,110.0,Found,2004,18.57083,54.449,"(18.57083, 54.449)",L,Chondrite,Stony,Ordinary,L
2135,Dhofar 1633,55281,Valid,H5,88.0,Found,2004,19.1425,54.76917,"(19.1425, 54.76917)",H,Chondrite,Stony,Ordinary,H
2136,Dhofar 1634,55282,Valid,H5,46.0,Found,2004,18.82583,54.4295,"(18.82583, 54.4295)",H,Chondrite,Stony,Ordinary,H
2137,Dhofar 1635,55283,Valid,H5,330.0,Found,2004,18.94267,54.319,"(18.94267, 54.319)",H,Chondrite,Stony,Ordinary,H
6915,Dhofar 1636,55284,Valid,L5,1078.0,Found,2004,18.4015,54.32383,"(18.4015, 54.32383)",L,Chondrite,Stony,Ordinary,L
2138,Dhofar 1637,55285,Valid,H5,44.0,Found,2004,18.9665,54.28167,"(18.9665, 54.28167)",H,Chondrite,Stony,Ordinary,H
6916,Dhofar 1638,55286,Valid,L5,1248.0,Found,2004,18.40617,54.31367,"(18.40617, 54.31367)",L,Chondrite,Stony,Ordinary,L
6917,Dhofar 1639,55287,Valid,L5,16.0,Found,2004,18.977,54.37467,"(18.977, 54.37467)",L,Chondrite,Stony,Ordinary,L
2140,Dhofar 1640,55288,Valid,H5,144.0,Found,2004,18.92283,54.57283,"(18.92283, 54.57283)",H,Chondrite,Stony,Ordinary,H
7327,Griffith Wash,55289,Valid,L6,93.0,Found,2011,35.06639,-114.0975,"(35.06639, -114.0975)",L,Chondrite,Stony,Ordinary,L
4359,Seminole (g),55293,Valid,H5,640.4,Found,1999,32.71667,-102.65,"(32.71667, -102.65)",H,Chondrite,Stony,Ordinary,H
3544,Mangum,55331,Valid,H4,750.0,Found,2008,34.849,-99.704,"(34.849, -99.704)",H,Chondrite,Stony,Ordinary,H
6237,Buck Mountains 005,55334,Valid,L6,859.7,Found,2007,34.70337,-114.19097,"(34.70337, -114.19097)",L,Chondrite,Stony,Ordinary,L
1228,Buck Mountains 004,55342,Valid,H3-6,145.8,Found,2005,34.70108,-114.18845,"(34.70108, -114.18845)",H,Chondrite,Stony,Ordinary,H
6120,Ackerly,55379,Valid,L5,3046.0,Found,1995,32.59033,-101.77217,"(32.59033, -101.77217)",L,Chondrite,Stony,Ordinary,L
9369,Shişr 174,55397,Valid,LL6,120.0,Found,2010,18.54362,53.99125,"(18.54362, 53.99125)",LL,Chondrite,Stony,Ordinary,LL
2141,Dhofar 1642,55398,Valid,H6,1540.0,Found,2009,18.92618,54.7253,"(18.92618, 54.7253)",H,Chondrite,Stony,Ordinary,H
4468,Sleeper Camp 025,55399,Valid,H5,192.0,Found,2005,-30.17917,126.40056,"(-30.17917, 126.40056)",H,Chondrite,Stony,Ordinary,H
8653,Sleeper Camp 026,55400,Valid,L6,150.0,Found,2005,-30.17361,126.43444,"(-30.17361, 126.43444)",L,Chondrite,Stony,Ordinary,L
4469,Sleeper Camp 027,55401,Valid,H5,10.85,Found,2005,-30.16028,126.34833,"(-30.16028, 126.34833)",H,Chondrite,Stony,Ordinary,H
8974,Al Huwaysah 001,55403,Valid,LL6,3150.5,Found,2009,22.80487,55.32742,"(22.80487, 55.32742)",LL,Chondrite,Stony,Ordinary,LL
8975,Al Huwaysah 002,55404,Valid,LL6,690.5,Found,2009,22.79853,55.31673,"(22.79853, 55.31673)",LL,Chondrite,Stony,Ordinary,LL
6154,Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,2010,22.74862,55.37323,"(22.74862, 55.37323)",L,Chondrite,Stony,Ordinary,L
1141,Al Huwaysah 004,55406,Valid,H5,141.51,Found,2010,22.74733,55.39522,"(22.74733, 55.39522)",H,Chondrite,Stony,Ordinary,H
6156,Al Huwaysah 006,55407,Valid,L6,16.41,Found,2010,22.73743,55.3191,"(22.73743, 55.3191)",L,Chondrite,Stony,Ordinary,L
6157,Al Huwaysah 007,55408,Valid,L6,1.56,Found,2010,22.73393,55.3204,"(22.73393, 55.3204)",L,Chondrite,Stony,Ordinary,L
1142,Al Huwaysah 008,55409,Valid,H4,356.2,Found,2010,22.73797,55.32125,"(22.73797, 55.32125)",H,Chondrite,Stony,Ordinary,H
1143,Al Huwaysah 009,55410,Valid,H6,3407.8,Found,2010,22.75747,55.41402,"(22.75747, 55.41402)",H,Chondrite,Stony,Ordinary,H
6158,Al Huwaysah 011,55411,Valid,L4-5,112.76,Found,2010,22.75978,55.3908,"(22.75978, 55.3908)",L,Chondrite,Stony,Ordinary,L
1144,Al Huwaysah 012,55412,Valid,H5,4694.9,Found,2010,22.67752,55.34027,"(22.67752, 55.34027)",H,Chondrite,Stony,Ordinary,H
1146,Al Huwaysah 014,55413,Valid,H6,45.52,Found,2010,22.68598,55.32092,"(22.68598, 55.32092)",H,Chondrite,Stony,Ordinary,H
1148,Al Huwaysah 016,55414,Valid,H5,1330.9,Found,2010,22.69813,55.3336,"(22.69813, 55.3336)",H,Chondrite,Stony,Ordinary,H
6159,Al Huwaysah 017,55415,Valid,L6,439.58,Found,2010,22.73852,55.36247,"(22.73852, 55.36247)",L,Chondrite,Stony,Ordinary,L
8760,Umm as Samim 015,55416,Valid,L6,395.66,Found,2010,21.34533,55.463,"(21.34533, 55.463)",L,Chondrite,Stony,Ordinary,L
4635,Umm as Samim 016,55417,Valid,H5,3.86,Found,2010,21.34387,55.45712,"(21.34387, 55.45712)",H,Chondrite,Stony,Ordinary,H
4637,Umm as Samim 018,55418,Valid,H5,97.48,Found,2010,21.22938,55.51692,"(21.22938, 55.51692)",H,Chondrite,Stony,Ordinary,H
8761,Umm as Samim 019,55419,Valid,L6,3.16,Found,2010,21.22948,55.52087,"(21.22948, 55.52087)",L,Chondrite,Stony,Ordinary,L
8762,Umm as Samim 020,55420,Valid,L6,1.36,Found,2010,21.23162,55.52112,"(21.23162, 55.52112)",L,Chondrite,Stony,Ordinary,L
4638,Umm as Samim 021,55421,Valid,H5,101.98,Found,2010,21.23513,55.53483,"(21.23513, 55.53483)",H,Chondrite,Stony,Ordinary,H
8763,Umm as Samim 023,55422,Valid,L6,144.38,Found,2010,21.1427,55.53912,"(21.1427, 55.53912)",L,Chondrite,Stony,Ordinary,L
8764,Umm as Samim 025,55423,Valid,L6,305.98,Found,2010,21.12538,55.52697,"(21.12538, 55.52697)",L,Chondrite,Stony,Ordinary,L
8765,Umm as Samim 026,55424,Valid,L6,255.83,Found,2010,21.12638,55.53703,"(21.12638, 55.53703)",L,Chondrite,Stony,Ordinary,L
8766,Umm as Samim 027,55425,Valid,L6,2907.0,Found,2010,21.11303,55.54083,"(21.11303, 55.54083)",L,Chondrite,Stony,Ordinary,L
8768,Umm as Samim 029,55426,Valid,L6,24.71,Found,2010,21.11073,55.53147,"(21.11073, 55.53147)",L,Chondrite,Stony,Ordinary,L
4641,Umm as Samim 031,55427,Valid,H6,212.69,Found,2010,21.02358,55.56297,"(21.02358, 55.56297)",H,Chondrite,Stony,Ordinary,H
4642,Umm as Samim 032,55428,Valid,H4,4335.1,Found,2010,21.04832,55.57372,"(21.04832, 55.57372)",H,Chondrite,Stony,Ordinary,H
3890,Ramlat as Sahmah 332,55429,Valid,H5,123.74,Found,2010,20.80423,55.44888,"(20.80423, 55.44888)",H,Chondrite,Stony,Ordinary,H
8235,Ramlat as Sahmah 334,55430,Valid,L6,80.48,Found,2010,20.7827,55.42668,"(20.7827, 55.42668)",L,Chondrite,Stony,Ordinary,L
3892,Ramlat as Sahmah 336,55431,Valid,H6,4.92,Found,2010,20.80853,55.45428,"(20.80853, 55.45428)",H,Chondrite,Stony,Ordinary,H
8237,Ramlat as Sahmah 340,55432,Valid,L6,414.1,Found,2010,20.79315,55.46493,"(20.79315, 55.46493)",L,Chondrite,Stony,Ordinary,L
8238,Ramlat as Sahmah 341,55433,Valid,L6,325.37,Found,2010,20.78722,55.45475,"(20.78722, 55.45475)",L,Chondrite,Stony,Ordinary,L
3896,Ramlat as Sahmah 342,55434,Valid,H4,519.3,Found,2010,20.76032,55.43335,"(20.76032, 55.43335)",H,Chondrite,Stony,Ordinary,H
3897,Ramlat as Sahmah 343,55435,Valid,H5,1192.0,Found,2010,20.49517,55.52437,"(20.49517, 55.52437)",H,Chondrite,Stony,Ordinary,H
3898,Ramlat as Sahmah 344,55436,Valid,H5,41.49,Found,2010,20.47015,55.52617,"(20.47015, 55.52617)",H,Chondrite,Stony,Ordinary,H
3899,Ramlat as Sahmah 345,55437,Valid,H6,226.85,Found,2010,20.47388,55.51787,"(20.47388, 55.51787)",H,Chondrite,Stony,Ordinary,H
3900,Ramlat as Sahmah 346,55438,Valid,H4,178.93,Found,2010,20.49482,55.53625,"(20.49482, 55.53625)",H,Chondrite,Stony,Ordinary,H
3901,Ramlat as Sahmah 347,55439,Valid,H6,37.67,Found,2010,20.49408,55.55902,"(20.49408, 55.55902)",H,Chondrite,Stony,Ordinary,H
8239,Ramlat as Sahmah 348,55440,Valid,L6,31.0,Found,2010,20.43773,55.88368,"(20.43773, 55.88368)",L,Chondrite,Stony,Ordinary,L
3903,Ramlat as Sahmah 350,55441,Valid,H5,47.71,Found,2010,20.3843,55.70125,"(20.3843, 55.70125)",H,Chondrite,Stony,Ordinary,H
8240,Ramlat as Sahmah 351,55442,Valid,L6,5.18,Found,2010,20.38333,55.7036,"(20.38333, 55.7036)",L,Chondrite,Stony,Ordinary,L
8241,Ramlat as Sahmah 352,55443,Valid,L6,34.9,Found,2010,20.38367,55.7042,"(20.38367, 55.7042)",L,Chondrite,Stony,Ordinary,L
3904,Ramlat as Sahmah 353,55444,Valid,H5,143.6,Found,2010,20.36093,55.67223,"(20.36093, 55.67223)",H,Chondrite,Stony,Ordinary,H
3905,Ramlat as Sahmah 354,55445,Valid,H6,3873.8,Found,2010,20.31777,55.59398,"(20.31777, 55.59398)",H,Chondrite,Stony,Ordinary,H
3906,Ramlat as Sahmah 355,55446,Valid,H5,61.02,Found,2010,20.34088,55.55118,"(20.34088, 55.55118)",H,Chondrite,Stony,Ordinary,H
8242,Ramlat as Sahmah 356,55447,Valid,L5,39.13,Found,2010,20.42145,55.563,"(20.42145, 55.563)",L,Chondrite,Stony,Ordinary,L
8244,Ramlat as Sahmah 358,55448,Valid,L6,17.63,Found,2010,20.44922,55.57368,"(20.44922, 55.57368)",L,Chondrite,Stony,Ordinary,L
3907,Ramlat as Sahmah 359,55449,Valid,H6,4.91,Found,2010,20.4545,55.58232,"(20.4545, 55.58232)",H,Chondrite,Stony,Ordinary,H
3908,Ramlat as Sahmah 360,55450,Valid,H4,5.51,Found,2010,20.47603,55.59432,"(20.47603, 55.59432)",H,Chondrite,Stony,Ordinary,H
8245,Ramlat as Sahmah 361,55451,Valid,L5,229.65,Found,2010,20.48138,55.59513,"(20.48138, 55.59513)",L,Chondrite,Stony,Ordinary,L
8246,Ramlat as Sahmah 362,55452,Valid,L6,69.76,Found,2010,20.50513,55.76137,"(20.50513, 55.76137)",L,Chondrite,Stony,Ordinary,L
3909,Ramlat as Sahmah 363,55453,Valid,H6,611.62,Found,2010,20.50582,55.83183,"(20.50582, 55.83183)",H,Chondrite,Stony,Ordinary,H
3910,Ramlat as Sahmah 364,55454,Valid,H6,334.46,Found,2010,20.50888,55.83597,"(20.50888, 55.83597)",H,Chondrite,Stony,Ordinary,H
3911,Ramlat as Sahmah 365,55455,Valid,H5,229.46,Found,2010,20.51112,55.83792,"(20.51112, 55.83792)",H,Chondrite,Stony,Ordinary,H
8247,Ramlat as Sahmah 366,55456,Valid,L4-5,15.8,Found,2010,20.52112,55.8526,"(20.52112, 55.8526)",L,Chondrite,Stony,Ordinary,L
3912,Ramlat as Sahmah 367,55457,Valid,H4-6,352.78,Found,2010,20.51942,55.85287,"(20.51942, 55.85287)",H,Chondrite,Stony,Ordinary,H
3913,Ramlat as Sahmah 368,55458,Valid,H5,172.47,Found,2010,20.51017,55.83568,"(20.51017, 55.83568)",H,Chondrite,Stony,Ordinary,H
3914,Ramlat as Sahmah 369,55459,Valid,H5,129.43,Found,2010,20.51213,55.83623,"(20.51213, 55.83623)",H,Chondrite,Stony,Ordinary,H
3915,Ramlat as Sahmah 372,55460,Valid,H5,123.77,Found,2010,20.50603,55.82845,"(20.50603, 55.82845)",H,Chondrite,Stony,Ordinary,H
9320,Ramlat as Sahmah 373,55461,Valid,LL6,52.29,Found,2010,20.50797,55.82712,"(20.50797, 55.82712)",LL,Chondrite,Stony,Ordinary,LL
3917,Ramlat as Sahmah 376,55462,Valid,H6,193.77,Found,2010,20.52525,55.96863,"(20.52525, 55.96863)",H,Chondrite,Stony,Ordinary,H
3918,Ramlat as Sahmah 377,55463,Valid,H4,416.27,Found,2010,20.54628,56.01365,"(20.54628, 56.01365)",H,Chondrite,Stony,Ordinary,H
3919,Ramlat as Sahmah 378,55464,Valid,H5,1649.2,Found,2010,20.57258,56.05498,"(20.57258, 56.05498)",H,Chondrite,Stony,Ordinary,H
8249,Ramlat as Sahmah 379,55465,Valid,L6,126.73,Found,2010,20.576,56.05047,"(20.576, 56.05047)",L,Chondrite,Stony,Ordinary,L
3920,Ramlat as Sahmah 380,55466,Valid,H5,457.8,Found,2010,20.58797,56.12263,"(20.58797, 56.12263)",H,Chondrite,Stony,Ordinary,H
8250,Ramlat as Sahmah 381,55467,Valid,L6,1628.1,Found,2010,20.56808,56.28135,"(20.56808, 56.28135)",L,Chondrite,Stony,Ordinary,L
8251,Ramlat as Sahmah 382,55468,Valid,L6,11.33,Found,2010,20.13085,56.27632,"(20.13085, 56.27632)",L,Chondrite,Stony,Ordinary,L
8573,Sayh al Uhaymir 532,55469,Valid,L6,99.67,Found,2010,20.13452,56.58977,"(20.13452, 56.58977)",L,Chondrite,Stony,Ordinary,L
8574,Sayh al Uhaymir 533,55470,Valid,L6,146.35,Found,2010,20.26653,56.51653,"(20.26653, 56.51653)",L,Chondrite,Stony,Ordinary,L
8575,Sayh al Uhaymir 534,55471,Valid,L6,49.66,Found,2010,20.3806,56.59342,"(20.3806, 56.59342)",L,Chondrite,Stony,Ordinary,L
4331,Sayh al Uhaymir 535,55472,Valid,H5-6,318.21,Found,2010,20.40138,56.63825,"(20.40138, 56.63825)",H,Chondrite,Stony,Ordinary,H
9264,Jiddat al Harasis 643,55473,Valid,LL6,132.81,Found,2010,19.60592,56.69978,"(19.60592, 56.69978)",LL,Chondrite,Stony,Ordinary,LL
7741,Jiddat al Harasis 644,55474,Valid,L6,2272.8,Found,2010,19.8122,56.67058,"(19.8122, 56.67058)",L,Chondrite,Stony,Ordinary,L
3922,Ramlat as Sahmah 386,55475,Valid,H6,254.27,Found,2010,20.0587,56.46493,"(20.0587, 56.46493)",H,Chondrite,Stony,Ordinary,H
3359,Jiddat al Harasis 645,55476,Valid,H5,3030.0,Found,2010,19.43827,56.60802,"(19.43827, 56.60802)",H,Chondrite,Stony,Ordinary,H
3360,Jiddat al Harasis 646,55477,Valid,H4,3020.0,Found,2010,19.51878,56.666,"(19.51878, 56.666)",H,Chondrite,Stony,Ordinary,H
7742,Jiddat al Harasis 647,55478,Valid,L6,365.6,Found,2010,19.81995,56.66037,"(19.81995, 56.66037)",L,Chondrite,Stony,Ordinary,L
3361,Jiddat al Harasis 648,55479,Valid,H4,1577.9,Found,2010,19.40178,56.56593,"(19.40178, 56.56593)",H,Chondrite,Stony,Ordinary,H
7743,Jiddat al Harasis 649,55480,Valid,L6,15.95,Found,2010,19.4694,56.5578,"(19.4694, 56.5578)",L,Chondrite,Stony,Ordinary,L
3362,Jiddat al Harasis 650,55481,Valid,H5,868.0,Found,2010,19.50543,56.54333,"(19.50543, 56.54333)",H,Chondrite,Stony,Ordinary,H
3364,Jiddat al Harasis 652,55482,Valid,H4-6,242.35,Found,2010,19.68102,56.45122,"(19.68102, 56.45122)",H,Chondrite,Stony,Ordinary,H
3365,Jiddat al Harasis 653,55483,Valid,H5,57.6,Found,2010,19.73278,56.38288,"(19.73278, 56.38288)",H,Chondrite,Stony,Ordinary,H
3923,Ramlat as Sahmah 387,55484,Valid,H4,49.65,Found,2010,20.01597,55.61512,"(20.01597, 55.61512)",H,Chondrite,Stony,Ordinary,H
8252,Ramlat as Sahmah 388,55485,Valid,L6,3.46,Found,2010,20.01315,55.61903,"(20.01315, 55.61903)",L,Chondrite,Stony,Ordinary,L
8253,Ramlat as Sahmah 389,55486,Valid,L4-6,785.1,Found,2010,20.05125,55.63058,"(20.05125, 55.63058)",L,Chondrite,Stony,Ordinary,L
3925,Ramlat as Sahmah 391,55487,Valid,H6,21.95,Found,2010,20.09443,55.68623,"(20.09443, 55.68623)",H,Chondrite,Stony,Ordinary,H
3926,Ramlat as Sahmah 392,55488,Valid,H4,0.4,Found,2010,20.14502,55.70945,"(20.14502, 55.70945)",H,Chondrite,Stony,Ordinary,H
3927,Ramlat as Sahmah 393,55489,Valid,H6,2.24,Found,2010,20.146,55.70942,"(20.146, 55.70942)",H,Chondrite,Stony,Ordinary,H
3928,Ramlat as Sahmah 394,55490,Valid,H4,0.18,Found,2010,20.14723,55.7096,"(20.14723, 55.7096)",H,Chondrite,Stony,Ordinary,H
8254,Ramlat as Sahmah 395,55491,Valid,L6,982.5,Found,2010,20.1469,55.70922,"(20.1469, 55.70922)",L,Chondrite,Stony,Ordinary,L
3929,Ramlat as Sahmah 396,55492,Valid,H4,30.29,Found,2010,20.1469,55.70908,"(20.1469, 55.70908)",H,Chondrite,Stony,Ordinary,H
8255,Ramlat as Sahmah 397,55493,Valid,L6,1118.8,Found,2010,20.1465,55.70913,"(20.1465, 55.70913)",L,Chondrite,Stony,Ordinary,L
8256,Ramlat as Sahmah 398,55494,Valid,L6,289.6,Found,2010,20.14673,55.70975,"(20.14673, 55.70975)",L,Chondrite,Stony,Ordinary,L
8257,Ramlat as Sahmah 399,55495,Valid,L6,6319.0,Found,2010,20.15122,55.70925,"(20.15122, 55.70925)",L,Chondrite,Stony,Ordinary,L
3930,Ramlat as Sahmah 400,55496,Valid,H6,11.61,Found,2010,20.1919,55.67963,"(20.1919, 55.67963)",H,Chondrite,Stony,Ordinary,H
3931,Ramlat as Sahmah 402,55497,Valid,H4,100.94,Found,2010,20.14505,55.76795,"(20.14505, 55.76795)",H,Chondrite,Stony,Ordinary,H
3932,Ramlat as Sahmah 403,55498,Valid,H4,1.25,Found,2010,20.21727,56.01668,"(20.21727, 56.01668)",H,Chondrite,Stony,Ordinary,H
3933,Ramlat as Sahmah 404,55499,Valid,H6,0.61,Found,2010,20.22083,56.02013,"(20.22083, 56.02013)",H,Chondrite,Stony,Ordinary,H
8259,Ramlat as Sahmah 405,55500,Valid,L6,0.26,Found,2010,20.22002,56.02035,"(20.22002, 56.02035)",L,Chondrite,Stony,Ordinary,L
3934,Ramlat as Sahmah 406,55501,Valid,H5,0.51,Found,2010,20.21905,56.02093,"(20.21905, 56.02093)",H,Chondrite,Stony,Ordinary,H
3935,Ramlat as Sahmah 407,55502,Valid,H6,0.68,Found,2010,20.2206,56.02072,"(20.2206, 56.02072)",H,Chondrite,Stony,Ordinary,H
3936,Ramlat as Sahmah 408,55503,Valid,H6,0.37,Found,2010,20.21792,56.02118,"(20.21792, 56.02118)",H,Chondrite,Stony,Ordinary,H
3937,Ramlat as Sahmah 409,55504,Valid,H5,0.27,Found,2010,20.21758,56.02125,"(20.21758, 56.02125)",H,Chondrite,Stony,Ordinary,H
3938,Ramlat as Sahmah 410,55505,Valid,H5,0.28,Found,2010,20.21668,56.0217,"(20.21668, 56.0217)",H,Chondrite,Stony,Ordinary,H
3939,Ramlat as Sahmah 411,55506,Valid,H5,1.02,Found,2010,20.2024,56.03262,"(20.2024, 56.03262)",H,Chondrite,Stony,Ordinary,H
3940,Ramlat as Sahmah 412,55507,Valid,H5,0.26,Found,2010,20.20273,56.0323,"(20.20273, 56.0323)",H,Chondrite,Stony,Ordinary,H
8260,Ramlat as Sahmah 413,55508,Valid,L5,149.98,Found,2010,20.33115,56.1962,"(20.33115, 56.1962)",L,Chondrite,Stony,Ordinary,L
3941,Ramlat as Sahmah 414,55509,Valid,H5,212.82,Found,2010,20.34138,56.20582,"(20.34138, 56.20582)",H,Chondrite,Stony,Ordinary,H
3942,Ramlat as Sahmah 415,55510,Valid,H4,1.02,Found,2010,20.33513,56.20237,"(20.33513, 56.20237)",H,Chondrite,Stony,Ordinary,H
3943,Ramlat as Sahmah 416,55511,Valid,H5,385.8,Found,2010,20.33532,56.20263,"(20.33532, 56.20263)",H,Chondrite,Stony,Ordinary,H
3944,Ramlat as Sahmah 417,55512,Valid,H5,297.9,Found,2010,20.33407,56.2037,"(20.33407, 56.2037)",H,Chondrite,Stony,Ordinary,H
8261,Ramlat as Sahmah 418,55513,Valid,L6,28791.0,Found,2010,20.3936,56.22002,"(20.3936, 56.22002)",L,Chondrite,Stony,Ordinary,L
8262,Ramlat as Sahmah 419,55514,Valid,L6,122.21,Found,2010,20.44685,56.25488,"(20.44685, 56.25488)",L,Chondrite,Stony,Ordinary,L
8263,Ramlat as Sahmah 421,55515,Valid,L6,2841.0,Found,2010,20.42458,56.27817,"(20.42458, 56.27817)",L,Chondrite,Stony,Ordinary,L
4332,Sayh al Uhaymir 536,55516,Valid,H5,412.8,Found,2010,20.53738,56.98917,"(20.53738, 56.98917)",H,Chondrite,Stony,Ordinary,H
3040,Hayy 001,55517,Valid,H5,4208.0,Found,2010,20.84132,57.62995,"(20.84132, 57.62995)",H,Chondrite,Stony,Ordinary,H
