,name,id,nametype,recclass,mass_in_grams,fell_or_found,year,latitude,longitude,GeoLocation,group_name,Chondrite/Achondrite,type,L3,L4
7009,Dhofar 336,7119,Valid,L6,468.0,Found,2001,18.755,54.58,"(18.755, 54.58)",L,Chondrite,Stony,Ordinary,L
7010,Dhofar 337,7120,Valid,L5,580.0,Found,2001,18.72667,54.675,"(18.72667, 54.675)",L,Chondrite,Stony,Ordinary,L
2287,Dhofar 338,7121,Valid,H4,1140.0,Found,2001,18.76167,54.70333,"(18.76167, 54.70333)",H,Chondrite,Stony,Ordinary,H
7011,Dhofar 339,7122,Valid,L6,94.0,Found,2001,18.64,54.56,"(18.64, 54.56)",L,Chondrite,Stony,Ordinary,L
7012,Dhofar 340,7123,Valid,L4,236.0,Found,2000,18.88833,54.75667,"(18.88833, 54.75667)",L,Chondrite,Stony,Ordinary,L
2288,Dhofar 341,7124,Valid,H5,116.0,Found,2000,19.32833,54.705,"(19.32833, 54.705)",H,Chondrite,Stony,Ordinary,H
2289,Dhofar 342,7125,Valid,H5,58.0,Found,2001,18.32833,54.035,"(18.32833, 54.035)",H,Chondrite,Stony,Ordinary,H
2290,Dhofar 343,7126,Valid,H5,62.0,Found,2001,18.345,54.19667,"(18.345, 54.19667)",H,Chondrite,Stony,Ordinary,H
2291,Dhofar 344,7127,Valid,H5,76.0,Found,2001,18.44333,54.21667,"(18.44333, 54.21667)",H,Chondrite,Stony,Ordinary,H
2292,Dhofar 345,7128,Valid,H4,31.0,Found,2000,19.11667,54.80833,"(19.11667, 54.80833)",H,Chondrite,Stony,Ordinary,H
2293,Dhofar 346,7129,Valid,H5,1345.0,Found,2001,18.915,54.6,"(18.915, 54.6)",H,Chondrite,Stony,Ordinary,H
7013,Dhofar 347,7130,Valid,L6,62.0,Found,2001,18.57333,54.45667,"(18.57333, 54.45667)",L,Chondrite,Stony,Ordinary,L
7014,Dhofar 348,7131,Valid,L5,419.0,Found,2001,18.48333,54.325,"(18.48333, 54.325)",L,Chondrite,Stony,Ordinary,L
7015,Dhofar 349,7132,Valid,L6,412.0,Found,2001,18.455,54.28,"(18.455, 54.28)",L,Chondrite,Stony,Ordinary,L
2294,Dhofar 350,7133,Valid,H5,112.0,Found,2001,18.82167,54.22667,"(18.82167, 54.22667)",H,Chondrite,Stony,Ordinary,H
7016,Dhofar 351,7134,Valid,L6,258.0,Found,2000,19.23902,54.82563,"(19.23902, 54.82563)",L,Chondrite,Stony,Ordinary,L
7017,Dhofar 352,7135,Valid,L6,207.0,Found,2000,18.67437,54.5418,"(18.67437, 54.5418)",L,Chondrite,Stony,Ordinary,L
2295,Dhofar 353,7136,Valid,H5/6,666.0,Found,2000,18.6676,54.60492,"(18.6676, 54.60492)",H,Chondrite,Stony,Ordinary,H
2296,Dhofar 354,7137,Valid,H6,810.0,Found,2000,18.65917,54.7296,"(18.65917, 54.7296)",H,Chondrite,Stony,Ordinary,H
2297,Dhofar 355,7138,Valid,H6,641.0,Found,2000,18.63775,54.73005,"(18.63775, 54.73005)",H,Chondrite,Stony,Ordinary,H
2298,Dhofar 356,7139,Valid,H6,1372.0,Found,2000,18.63768,54.73132,"(18.63768, 54.73132)",H,Chondrite,Stony,Ordinary,H
2299,Dhofar 357,7140,Valid,H6,308.0,Found,2000,18.63538,54.73105,"(18.63538, 54.73105)",H,Chondrite,Stony,Ordinary,H
2300,Dhofar 358,7141,Valid,H6,185.0,Found,2000,18.61157,54.7342,"(18.61157, 54.7342)",H,Chondrite,Stony,Ordinary,H
2301,Dhofar 359,7142,Valid,H5-6,569.0,Found,2000,18.43085,54.45638,"(18.43085, 54.45638)",H,Chondrite,Stony,Ordinary,H
9135,Dhofar 360,7143,Valid,LL3-6,15300.0,Found,2000,19.04002,54.78383,"(19.04002, 54.78383)",LL,Chondrite,Stony,Ordinary,LL
2302,Dhofar 361,7144,Valid,H3,1715.0,Found,2000,19.03272,54.85748,"(19.03272, 54.85748)",H,Chondrite,Stony,Ordinary,H
2303,Dhofar 362,7145,Valid,H5,615.0,Found,2000,19.03452,54.84602,"(19.03452, 54.84602)",H,Chondrite,Stony,Ordinary,H
2304,Dhofar 364,7146,Valid,H3,307.0,Found,2000,19.09132,54.79465,"(19.09132, 54.79465)",H,Chondrite,Stony,Ordinary,H
2305,Dhofar 365,7147,Valid,H5,4623.0,Found,2000,19.09138,54.79483,"(19.09138, 54.79483)",H,Chondrite,Stony,Ordinary,H
2306,Dhofar 366,7148,Valid,H4,450.0,Found,2000,18.99968,54.91148,"(18.99968, 54.91148)",H,Chondrite,Stony,Ordinary,H
7018,Dhofar 367,7149,Valid,L6,147.0,Found,2000,19.05773,54.82513,"(19.05773, 54.82513)",L,Chondrite,Stony,Ordinary,L
2307,Dhofar 368,7150,Valid,H6,105.3,Found,2000,19.07348,54.80533,"(19.07348, 54.80533)",H,Chondrite,Stony,Ordinary,H
7019,Dhofar 369,7151,Valid,L4,269.0,Found,2000,19.07905,54.79395,"(19.07905, 54.79395)",L,Chondrite,Stony,Ordinary,L
7020,Dhofar 370,7152,Valid,L6,336.0,Found,2000,19.07828,54.78712,"(19.07828, 54.78712)",L,Chondrite,Stony,Ordinary,L
2308,Dhofar 371,7153,Valid,H4,852.0,Found,2000,18.54798,54.67692,"(18.54798, 54.67692)",H,Chondrite,Stony,Ordinary,H
2309,Dhofar 372,7154,Valid,H5,246.0,Found,2000,18.65233,54.73462,"(18.65233, 54.73462)",H,Chondrite,Stony,Ordinary,H
2310,Dhofar 373,7155,Valid,H6,383.0,Found,2000,18.65212,54.74558,"(18.65212, 54.74558)",H,Chondrite,Stony,Ordinary,H
2311,Dhofar 374,7156,Valid,H6,424.0,Found,2000,18.70182,54.79228,"(18.70182, 54.79228)",H,Chondrite,Stony,Ordinary,H
9136,Dhofar 375,7157,Valid,LL4-6,6933.0,Found,2000,19.03822,54.79423,"(19.03822, 54.79423)",LL,Chondrite,Stony,Ordinary,LL
7021,Dhofar 376,7158,Valid,L6,370.0,Found,2000,19.09187,54.79595,"(19.09187, 54.79595)",L,Chondrite,Stony,Ordinary,L
2312,Dhofar 377,7159,Valid,H6,92.6,Found,2000,19.12063,54.82343,"(19.12063, 54.82343)",H,Chondrite,Stony,Ordinary,H
9643,Dhofar 378,7160,Valid,Martian (shergottite),15.0,Found,2000,18.15833,54.11333,"(18.15833, 54.11333)",Shergottite,Achondrite,Stony,Martian,SNC
7022,Dhofar 379,7161,Valid,L6,25000.0,Found,2000,19.0084,54.76913,"(19.0084, 54.76913)",L,Chondrite,Stony,Ordinary,L
2313,Dhofar 380,7162,Valid,H5,111.0,Found,2001,19.10745,54.80967,"(19.10745, 54.80967)",H,Chondrite,Stony,Ordinary,H
2314,Dhofar 381,7163,Valid,H5,680.0,Found,2001,19.10633,54.81735,"(19.10633, 54.81735)",H,Chondrite,Stony,Ordinary,H
2315,Dhofar 382,7164,Valid,H5/6,151.0,Found,2001,19.10633,54.81733,"(19.10633, 54.81733)",H,Chondrite,Stony,Ordinary,H
2316,Dhofar 383,7165,Valid,H5,139.0,Found,2001,19.1073,54.81752,"(19.1073, 54.81752)",H,Chondrite,Stony,Ordinary,H
2317,Dhofar 384,7166,Valid,H5,49.0,Found,2001,19.10677,54.82085,"(19.10677, 54.82085)",H,Chondrite,Stony,Ordinary,H
2318,Dhofar 385,7167,Valid,H5,480.0,Found,2001,19.11203,54.8059,"(19.11203, 54.8059)",H,Chondrite,Stony,Ordinary,H
2319,Dhofar 386,7168,Valid,H5/6,138.0,Found,2001,19.10322,54.79433,"(19.10322, 54.79433)",H,Chondrite,Stony,Ordinary,H
7023,Dhofar 387,7169,Valid,L6,491.0,Found,2001,19.10593,54.81028,"(19.10593, 54.81028)",L,Chondrite,Stony,Ordinary,L
2320,Dhofar 388,7170,Valid,H5,126.0,Found,2001,19.10895,54.81452,"(19.10895, 54.81452)",H,Chondrite,Stony,Ordinary,H
2321,Dhofar 389,7171,Valid,H5,160.0,Found,2001,19.10847,54.79945,"(19.10847, 54.79945)",H,Chondrite,Stony,Ordinary,H
7024,Dhofar 390,7172,Valid,L5/6,54.0,Found,2001,19.13353,54.80995,"(19.13353, 54.80995)",L,Chondrite,Stony,Ordinary,L
2322,Dhofar 391,7173,Valid,H5/6,284.0,Found,2001,19.10742,54.8195,"(19.10742, 54.8195)",H,Chondrite,Stony,Ordinary,H
2323,Dhofar 392,7174,Valid,H5/6,131.0,Found,2001,19.13333,54.81827,"(19.13333, 54.81827)",H,Chondrite,Stony,Ordinary,H
2324,Dhofar 393,7175,Valid,H5,5000.0,Found,2001,19.13922,54.83312,"(19.13922, 54.83312)",H,Chondrite,Stony,Ordinary,H
2325,Dhofar 394,7176,Valid,H5,1057.0,Found,2001,19.03612,54.88805,"(19.03612, 54.88805)",H,Chondrite,Stony,Ordinary,H
2326,Dhofar 395,7177,Valid,H6,1168.0,Found,2001,19.03642,54.88535,"(19.03642, 54.88535)",H,Chondrite,Stony,Ordinary,H
2327,Dhofar 396,7178,Valid,H5,1033.0,Found,2001,19.03585,54.88523,"(19.03585, 54.88523)",H,Chondrite,Stony,Ordinary,H
2328,Dhofar 397,7179,Valid,H5,1176.0,Found,2001,19.0388,54.88197,"(19.0388, 54.88197)",H,Chondrite,Stony,Ordinary,H
2329,Dhofar 398,7180,Valid,H5/6,574.0,Found,2001,19.0949,54.80253,"(19.0949, 54.80253)",H,Chondrite,Stony,Ordinary,H
7025,Dhofar 399,7181,Valid,L6,283.0,Found,2001,18.2209,54.70118,"(18.2209, 54.70118)",L,Chondrite,Stony,Ordinary,L
7026,Dhofar 400,7182,Valid,L5,492.0,Found,2001,19.28818,54.5391,"(19.28818, 54.5391)",L,Chondrite,Stony,Ordinary,L
7027,Dhofar 401,7183,Valid,L5/6,1304.0,Found,2001,19.30018,54.5332,"(19.30018, 54.5332)",L,Chondrite,Stony,Ordinary,L
2330,Dhofar 402,7184,Valid,H6,140.0,Found,2001,19.30017,54.53572,"(19.30017, 54.53572)",H,Chondrite,Stony,Ordinary,H
7028,Dhofar 403,7185,Valid,L5/6,409.0,Found,2001,19.29363,54.53803,"(19.29363, 54.53803)",L,Chondrite,Stony,Ordinary,L
2331,Dhofar 404,7186,Valid,H5,594.0,Found,2001,19.30042,54.53087,"(19.30042, 54.53087)",H,Chondrite,Stony,Ordinary,H
2332,Dhofar 405,7187,Valid,H5,8000.0,Found,2001,19.3023,54.53087,"(19.3023, 54.53087)",H,Chondrite,Stony,Ordinary,H
7029,Dhofar 407,7188,Valid,L5,403.0,Found,2001,19.28503,54.53413,"(19.28503, 54.53413)",L,Chondrite,Stony,Ordinary,L
7030,Dhofar 408,7189,Valid,L6,2355.0,Found,2001,18.6874,54.12648,"(18.6874, 54.12648)",L,Chondrite,Stony,Ordinary,L
2333,Dhofar 409,7190,Valid,H5,162.0,Found,2001,18.70388,54.20318,"(18.70388, 54.20318)",H,Chondrite,Stony,Ordinary,H
2334,Dhofar 410,7191,Valid,H5/6,620.0,Found,2001,18.74142,54.1933,"(18.74142, 54.1933)",H,Chondrite,Stony,Ordinary,H
2335,Dhofar 412,7192,Valid,H6,478.0,Found,2001,18.8213,54.34747,"(18.8213, 54.34747)",H,Chondrite,Stony,Ordinary,H
7031,Dhofar 414,7193,Valid,L6,5156.0,Found,2001,18.77153,54.24288,"(18.77153, 54.24288)",L,Chondrite,Stony,Ordinary,L
9137,Dhofar 416,7194,Valid,L/LL3,281.0,Found,2001,18.76427,54.23325,"(18.76427, 54.23325)",LL,Chondrite,Stony,Ordinary,LL
2336,Dhofar 417,7195,Valid,H4/5,161.0,Found,2001,18.76392,54.23132,"(18.76392, 54.23132)",H,Chondrite,Stony,Ordinary,H
2337,Dhofar 418,7196,Valid,H6,958.0,Found,2001,18.81485,54.4282,"(18.81485, 54.4282)",H,Chondrite,Stony,Ordinary,H
2338,Dhofar 419,7197,Valid,H6,68.0,Found,2001,18.76272,54.27838,"(18.76272, 54.27838)",H,Chondrite,Stony,Ordinary,H
7032,Dhofar 420,7198,Valid,L5/6,966.0,Found,2001,18.76272,54.27838,"(18.76272, 54.27838)",L,Chondrite,Stony,Ordinary,L
9138,Dhofar 421,7199,Valid,LL5,337.0,Found,2001,18.77178,54.22735,"(18.77178, 54.22735)",LL,Chondrite,Stony,Ordinary,LL
2339,Dhofar 422,7200,Valid,H6,90.0,Found,2001,18.61625,54.73523,"(18.61625, 54.73523)",H,Chondrite,Stony,Ordinary,H
2340,Dhofar 423,7201,Valid,H4/5,362.0,Found,2001,18.6169,54.73017,"(18.6169, 54.73017)",H,Chondrite,Stony,Ordinary,H
7033,Dhofar 424,7202,Valid,L6,67.0,Found,2001,18.618,54.72692,"(18.618, 54.72692)",L,Chondrite,Stony,Ordinary,L
7034,Dhofar 425,7203,Valid,L5,248.0,Found,2001,18.62705,54.70933,"(18.62705, 54.70933)",L,Chondrite,Stony,Ordinary,L
7035,Dhofar 426,7204,Valid,L6,196.0,Found,2001,18.70828,54.57485,"(18.70828, 54.57485)",L,Chondrite,Stony,Ordinary,L
4731,Dhofar 428,7205,Valid,H/L5,526.0,Found,2001,18.7899,54.48852,"(18.7899, 54.48852)","H,L, or LL",Chondrite,Stony,Ordinary,-
2341,Dhofar 429,7206,Valid,H4,189.0,Found,2001,18.80872,54.50495,"(18.80872, 54.50495)",H,Chondrite,Stony,Ordinary,H
7036,Dhofar 430,7207,Valid,L5/6,182.0,Found,2001,18.90343,54.639,"(18.90343, 54.639)",L,Chondrite,Stony,Ordinary,L
2342,Dhofar 431,7208,Valid,H5,446.0,Found,2001,18.78095,54.7802,"(18.78095, 54.7802)",H,Chondrite,Stony,Ordinary,H
7037,Dhofar 432,7209,Valid,L5/6,986.0,Found,2001,18.6203,54.64283,"(18.6203, 54.64283)",L,Chondrite,Stony,Ordinary,L
2343,Dhofar 433,7210,Valid,H5/6,615.0,Found,2001,18.63618,54.52935,"(18.63618, 54.52935)",H,Chondrite,Stony,Ordinary,H
2344,Dhofar 434,7211,Valid,H6,169.0,Found,2001,18.74653,54.41242,"(18.74653, 54.41242)",H,Chondrite,Stony,Ordinary,H
2345,Dhofar 435,7212,Valid,H6,6800.0,Found,2001,18.8871,54.52505,"(18.8871, 54.52505)",H,Chondrite,Stony,Ordinary,H
2346,Dhofar 436,7213,Valid,H5,209.0,Found,2001,18.91728,54.71143,"(18.91728, 54.71143)",H,Chondrite,Stony,Ordinary,H
2347,Dhofar 437,7214,Valid,H5/6,446.0,Found,2001,18.8068,54.43933,"(18.8068, 54.43933)",H,Chondrite,Stony,Ordinary,H
7038,Dhofar 438,7215,Valid,L6,566.0,Found,2001,18.79545,54.5819,"(18.79545, 54.5819)",L,Chondrite,Stony,Ordinary,L
2348,Dhofar 439,7216,Valid,H5/6,536.0,Found,2001,18.75168,54.36353,"(18.75168, 54.36353)",H,Chondrite,Stony,Ordinary,H
2349,Dhofar 440,7217,Valid,H5/6,108.0,Found,2001,18.7513,54.36342,"(18.7513, 54.36342)",H,Chondrite,Stony,Ordinary,H
2350,Dhofar 442,7218,Valid,H5,395.0,Found,2001,18.86248,54.43,"(18.86248, 54.43)",H,Chondrite,Stony,Ordinary,H
7039,Dhofar 444,7219,Valid,L6,1469.0,Found,2001,18.90838,54.4797,"(18.90838, 54.4797)",L,Chondrite,Stony,Ordinary,L
7040,Dhofar 445,7220,Valid,L6,240.0,Found,2001,18.90733,54.49255,"(18.90733, 54.49255)",L,Chondrite,Stony,Ordinary,L
7041,Dhofar 446,7221,Valid,L5,12400.0,Found,2001,18.93805,54.68658,"(18.93805, 54.68658)",L,Chondrite,Stony,Ordinary,L
7042,Dhofar 448,7222,Valid,L6,391.0,Found,2001,18.89942,54.53957,"(18.89942, 54.53957)",L,Chondrite,Stony,Ordinary,L
7043,Dhofar 449,7223,Valid,L6,74.0,Found,2001,18.90573,54.50885,"(18.90573, 54.50885)",L,Chondrite,Stony,Ordinary,L
7044,Dhofar 450,7224,Valid,L6,104.0,Found,2001,18.9135,54.4838,"(18.9135, 54.4838)",L,Chondrite,Stony,Ordinary,L
7045,Dhofar 451,7225,Valid,L6,745.0,Found,2001,18.9108,54.47493,"(18.9108, 54.47493)",L,Chondrite,Stony,Ordinary,L
7046,Dhofar 452,7226,Valid,L(LL)3,43.0,Found,2001,18.80677,54.38725,"(18.80677, 54.38725)",L,Chondrite,Stony,Ordinary,L
2351,Dhofar 453,7227,Valid,H6,482.0,Found,2001,18.75495,54.41445,"(18.75495, 54.41445)",H,Chondrite,Stony,Ordinary,H
2352,Dhofar 454,7228,Valid,H5,80.0,Found,2001,18.93593,54.63105,"(18.93593, 54.63105)",H,Chondrite,Stony,Ordinary,H
4766,Dhofar 455,7229,Valid,Howardite,63.0,Found,2001,19.01827,54.39877,"(19.01827, 54.39877)",Howardite,Achondrite,Stony,Asteroidal,H-E-D Vesta
2353,Dhofar 469,7230,Valid,H3-4,309.0,Found,2001,19.2409,54.93694,"(19.2409, 54.93694)",H,Chondrite,Stony,Ordinary,H
2354,Dhofar 470,7231,Valid,H4,1280.0,Found,2001,19.05083,54.70167,"(19.05083, 54.70167)",H,Chondrite,Stony,Ordinary,H
7047,Dhofar 471,7232,Valid,L6,158.0,Found,2001,19.25557,54.83583,"(19.25557, 54.83583)",L,Chondrite,Stony,Ordinary,L
9139,Dhofar 472,7233,Valid,LL3,57.1,Found,2001,19.15056,54.73556,"(19.15056, 54.73556)",LL,Chondrite,Stony,Ordinary,LL
7048,Dhofar 473,7234,Valid,L6,145.0,Found,2001,19.17597,54.76417,"(19.17597, 54.76417)",L,Chondrite,Stony,Ordinary,L
2355,Dhofar 474,7235,Valid,H3,747.0,Found,2001,19.16778,54.76806,"(19.16778, 54.76806)",H,Chondrite,Stony,Ordinary,H
7049,Dhofar 475,7236,Valid,L6,550.0,Found,2001,19.1025,54.80111,"(19.1025, 54.80111)",L,Chondrite,Stony,Ordinary,L
7050,Dhofar 476,7237,Valid,L6,160.0,Found,2001,19.11023,54.88528,"(19.11023, 54.88528)",L,Chondrite,Stony,Ordinary,L
7051,Dhofar 477,7238,Valid,L6,3796.0,Found,2001,19.18556,54.88417,"(19.18556, 54.88417)",L,Chondrite,Stony,Ordinary,L
2356,Dhofar 478,7239,Valid,H5/6,2683.0,Found,2001,19.16861,54.61667,"(19.16861, 54.61667)",H,Chondrite,Stony,Ordinary,H
2357,Dhofar 479,7240,Valid,H6,2512.0,Found,2001,19.20111,54.65194,"(19.20111, 54.65194)",H,Chondrite,Stony,Ordinary,H
537,Dhofar 480,7241,Valid,Eucrite,101.0,Found,2001,19.13828,54.89889,"(19.13828, 54.89889)",Eucrite,Achondrite,Stony,Asteroidal,H-E-D Vesta
2358,Dhofar 481,7242,Valid,H5,120.0,Found,2001,19.16585,54.75222,"(19.16585, 54.75222)",H,Chondrite,Stony,Ordinary,H
9140,Dhofar 482,7243,Valid,LL5,380.0,Found,2001,19.15083,54.68333,"(19.15083, 54.68333)",LL,Chondrite,Stony,Ordinary,LL
2359,Dhofar 483,7244,Valid,H3,817.0,Found,2001,19.10167,54.81806,"(19.10167, 54.81806)",H,Chondrite,Stony,Ordinary,H
2360,Dhofar 484,7245,Valid,H3/4,383.0,Found,2001,19.11045,54.87389,"(19.11045, 54.87389)",H,Chondrite,Stony,Ordinary,H
4767,Dhofar 485,7246,Valid,Howardite,1558.0,Found,2001,19.10083,54.78361,"(19.10083, 54.78361)",Howardite,Achondrite,Stony,Asteroidal,H-E-D Vesta
2361,Dhofar 486,7247,Valid,H5,855.0,Found,2001,19.11102,54.92111,"(19.11102, 54.92111)",H,Chondrite,Stony,Ordinary,H
2362,Dhofar 487,7248,Valid,H4,3549.0,Found,2001,19.15194,54.76667,"(19.15194, 54.76667)",H,Chondrite,Stony,Ordinary,H
2363,Dhofar 488,7249,Valid,H6,652.0,Found,2001,19.10618,55.04583,"(19.10618, 55.04583)",H,Chondrite,Stony,Ordinary,H
9448,Dhofar 489,7250,Valid,Lunar (anorth),34.4,Found,2001,19.41667,54.58333,"(19.41667, 54.58333)",Lunar,Achondrite,Stony,Moon,-
9449,Dhofar 490,7251,Valid,Lunar (anorth),34.05,Found,2001,18.71667,54.45,"(18.71667, 54.45)",Lunar,Achondrite,Stony,Moon,-
2364,Dhofar 491,7252,Valid,H(5?),310.0,Found,2001,18.58667,54.39667,"(18.58667, 54.39667)",H,Chondrite,Stony,Ordinary,H
2365,Dhofar 492,7253,Valid,H,281.0,Found,2001,18.71167,54.65333,"(18.71167, 54.65333)",H,Chondrite,Stony,Ordinary,H
9141,Dhofar 493,7254,Valid,LL4,32.0,Found,2001,19.14667,54.58,"(19.14667, 54.58)",LL,Chondrite,Stony,Ordinary,LL
2366,Dhofar 494,7255,Valid,H5,31.0,Found,2001,19.15,54.58333,"(19.15, 54.58333)",H,Chondrite,Stony,Ordinary,H
2367,Dhofar 495,7256,Valid,H4,3184.0,Found,2001,19.15833,54.575,"(19.15833, 54.575)",H,Chondrite,Stony,Ordinary,H
7052,Dhofar 496,7257,Valid,L4,354.0,Found,2000,18.155,54.11167,"(18.155, 54.11167)",L,Chondrite,Stony,Ordinary,L
7053,Dhofar 497,7258,Valid,L4,710.0,Found,2000,18.96667,54.64167,"(18.96667, 54.64167)",L,Chondrite,Stony,Ordinary,L
2368,Dhofar 498,7259,Valid,H5,476.0,Found,2000,18.72333,54.865,"(18.72333, 54.865)",H,Chondrite,Stony,Ordinary,H
7054,Dhofar 499,7260,Valid,L6,87.0,Found,2001,19.02833,54.54833,"(19.02833, 54.54833)",L,Chondrite,Stony,Ordinary,L
15,Dhofar 500,7261,Valid,Achondrite-ung,116.0,Found,2000,18.38667,54.20333,"(18.38667, 54.20333)",Achondrite,Achondrite,Stony,-,-
2369,Dhofar 501,7262,Valid,H4,104.0,Found,2000,18.35,54.195,"(18.35, 54.195)",H,Chondrite,Stony,Ordinary,H
2370,Dhofar 502,7263,Valid,H5,240.0,Found,2000,18.38833,54.29167,"(18.38833, 54.29167)",H,Chondrite,Stony,Ordinary,H
2371,Dhofar 503,7264,Valid,H3.9,320.0,Found,2000,18.58167,54.405,"(18.58167, 54.405)",H,Chondrite,Stony,Ordinary,H
2372,Dhofar 504,7265,Valid,H4,331.0,Found,2000,18.735,54.36833,"(18.735, 54.36833)",H,Chondrite,Stony,Ordinary,H
7055,Dhofar 505,7266,Valid,L5,375.0,Found,2000,18.29833,54.19333,"(18.29833, 54.19333)",L,Chondrite,Stony,Ordinary,L
2373,Dhofar 506,7267,Valid,H4,340.0,Found,2000,18.30833,54.17333,"(18.30833, 54.17333)",H,Chondrite,Stony,Ordinary,H
2374,Dhofar 507,7268,Valid,H5,288.0,Found,2000,18.32833,54.19333,"(18.32833, 54.19333)",H,Chondrite,Stony,Ordinary,H
7056,Dhofar 508,7269,Valid,L6,270.0,Found,2000,18.91167,54.475,"(18.91167, 54.475)",L,Chondrite,Stony,Ordinary,L
7057,Dhofar 509,7270,Valid,L6,238.0,Found,2000,18.14,54.07,"(18.14, 54.07)",L,Chondrite,Stony,Ordinary,L
2375,Dhofar 510,7271,Valid,H4,186.0,Found,2000,18.91333,54.36167,"(18.91333, 54.36167)",H,Chondrite,Stony,Ordinary,H
2376,Dhofar 511,7272,Valid,H4,52.0,Found,2000,18.95667,54.385,"(18.95667, 54.385)",H,Chondrite,Stony,Ordinary,H
7058,Dhofar 512,7273,Valid,L5,263.5,Found,2000,18.81,54.26167,"(18.81, 54.26167)",L,Chondrite,Stony,Ordinary,L
2377,Dhofar 513,7274,Valid,H5,434.0,Found,2000,18.335,54.2,"(18.335, 54.2)",H,Chondrite,Stony,Ordinary,H
7059,Dhofar 514,7275,Valid,L5,160.0,Found,2000,18.8,54.24833,"(18.8, 54.24833)",L,Chondrite,Stony,Ordinary,L
2378,Dhofar 515,7276,Valid,H5,315.0,Found,2000,19.00667,54.39333,"(19.00667, 54.39333)",H,Chondrite,Stony,Ordinary,H
9142,Dhofar 516,7277,Valid,LL6,145.0,Found,2000,18.875,54.46667,"(18.875, 54.46667)",LL,Chondrite,Stony,Ordinary,LL
7060,Dhofar 517,7278,Valid,L6,260.0,Found,2000,18.925,54.45833,"(18.925, 54.45833)",L,Chondrite,Stony,Ordinary,L
2379,Dhofar 518,7279,Valid,H6,247.0,Found,2000,18.70667,54.38,"(18.70667, 54.38)",H,Chondrite,Stony,Ordinary,H
2380,Dhofar 519,7280,Valid,H6,98.0,Found,2000,18.89667,54.53833,"(18.89667, 54.53833)",H,Chondrite,Stony,Ordinary,H
2381,Dhofar 520,7281,Valid,H5,48.0,Found,2000,18.85833,54.71333,"(18.85833, 54.71333)",H,Chondrite,Stony,Ordinary,H
7061,Dhofar 521,7282,Valid,L4,386.0,Found,2000,19.17333,54.87,"(19.17333, 54.87)",L,Chondrite,Stony,Ordinary,L
2382,Dhofar 522,7283,Valid,H4,186.0,Found,2000,18.24,54.16833,"(18.24, 54.16833)",H,Chondrite,Stony,Ordinary,H
2383,Dhofar 523,7284,Valid,H4,74.0,Found,2000,19.39667,54.72833,"(19.39667, 54.72833)",H,Chondrite,Stony,Ordinary,H
7062,Dhofar 524,7285,Valid,L5,204.0,Found,2000,19.09833,54.5,"(19.09833, 54.5)",L,Chondrite,Stony,Ordinary,L
7063,Dhofar 525,7286,Valid,L5,50.0,Found,2000,18.23833,54.13667,"(18.23833, 54.13667)",L,Chondrite,Stony,Ordinary,L
7064,Dhofar 526,7287,Valid,L6,346.0,Found,2000,19.33833,54.67667,"(19.33833, 54.67667)",L,Chondrite,Stony,Ordinary,L
2384,Dhofar 527,7288,Valid,H4,172.0,Found,2001,18.27667,54.135,"(18.27667, 54.135)",H,Chondrite,Stony,Ordinary,H
7065,Dhofar 528,7289,Valid,L5,374.0,Found,2001,18.36667,54.15167,"(18.36667, 54.15167)",L,Chondrite,Stony,Ordinary,L
2385,Dhofar 529,7290,Valid,H5,368.0,Found,2001,18.37333,54.13,"(18.37333, 54.13)",H,Chondrite,Stony,Ordinary,H
7066,Dhofar 530,7291,Valid,L4,240.0,Found,2001,18.37,54.23333,"(18.37, 54.23333)",L,Chondrite,Stony,Ordinary,L
7067,Dhofar 531,7292,Valid,L6,258.0,Found,2001,18.43333,54.10833,"(18.43333, 54.10833)",L,Chondrite,Stony,Ordinary,L
2386,Dhofar 532,7293,Valid,H5,86.0,Found,2001,18.42,54.24667,"(18.42, 54.24667)",H,Chondrite,Stony,Ordinary,H
7068,Dhofar 533,7294,Valid,L6,308.0,Found,2000,18.17833,54.18167,"(18.17833, 54.18167)",L,Chondrite,Stony,Ordinary,L
2387,Dhofar 534,7295,Valid,H5,173.0,Found,2001,19.19667,54.70333,"(19.19667, 54.70333)",H,Chondrite,Stony,Ordinary,H
107,Dhofar 535,7296,Valid,Chondrite-ung,204.0,Found,2000,19.33333,54.795,"(19.33333, 54.795)",Chondrite,Chondrite,Stony,-,-
2388,Dhofar 536,7297,Valid,H5,5.0,Found,2001,18.31667,54.14833,"(18.31667, 54.14833)",H,Chondrite,Stony,Ordinary,H
2389,Dhofar 537,7298,Valid,H5,14.0,Found,2001,18.89833,54.705,"(18.89833, 54.705)",H,Chondrite,Stony,Ordinary,H
7069,Dhofar 538,7299,Valid,L5,230.0,Found,2002,19.33833,54.605,"(19.33833, 54.605)",L,Chondrite,Stony,Ordinary,L
2390,Dhofar 539,7300,Valid,H5,102.0,Found,2001,18.18833,54.16667,"(18.18833, 54.16667)",H,Chondrite,Stony,Ordinary,H
395,Dhofar 540,7301,Valid,E4,104.0,Found,2001,18.56,54.105,"(18.56, 54.105)",EH or EL,Chondrite,Stony,Enstatite,EH-EL
2391,Dhofar 541,7302,Valid,H4,1233.3,Found,2000,18.33433,54.18067,"(18.33433, 54.18067)",H,Chondrite,Stony,Ordinary,H
