"","X","id","recclass","mass","fell_or_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"81",601,4949,"L6",4500,"Fell",1910,31.61667,76.8,"L","Chondrite","Stony","Ordinary","L",12,0.49799067553469
"594",4825,16640,"L6",10000,"Fell",1842,46.18333,16.1,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"746",5439,18799,"Aubrite",3393,"Fell",1933,55.5,66.08333,"Aubrite","Achondrite","Stony","Asteroidal",NA,2,0.463225690897741
"1039",6972,30386,"Martian (shergottite)",18000,"Fell",1962,11.73333,7.08333,"Shergottite","Achondrite","Stony","Martian","SNC",1,0.297273742080897
"687",5303,17990,"L6",3750,"Fell",1900,47.88333,22.03333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"293",3462,10836,"L5",11620,"Fell",1882,33.18333,130.2,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"833",5840,23092,"LL6",8300,"Fell",1866,48.45,3.93333,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"24",450,461,"LL5",700,"Fell",1835,51.78333,-1.78333,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"141",788,5165,"Howardite",357,"Fell",1942,10.01667,9.58333,"Howardite","Achondrite","Stony","Asteroidal","H-E-D Vesta",2,0.463225690897741
"803",5636,22589,"L6",355,"Fell",1916,38.66667,116.13333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"563",4751,15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,0,71.3451083182367
"678",5270,17936,"L6",250,"Fell",1933,42.91667,102.46667,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"52",540,2353,"H5",2000,"Fell",1886,43.03333,12.55,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"603",4854,16707,"H",100.7,"Fell",1898,61.73333,5.93333,"H","Chondrite","Stony","Ordinary","H",8,9.36101905684755
"245",3228,7745,"H5",2270,"Fell",1865,52.55,-8.03333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"164",906,5296,"OC",1360,"Fell",1810,36.5,-79.25,"Chondrite","Chondrite","Stony",NA,NA,11,0.00485781484723708
"964",6682,24071,"Stone-uncl",367,"Fell",1944,30,90.75,"Stony",NA,"Stony",NA,NA,8,9.36101905684755
"216",2203,6642,"L5",0.8,"Fell",1897,28.56667,77.25,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"399",4211,12078,"LL6",34000,"Fell",1889,43.83333,20.44167,"LL","Chondrite","Stony","Ordinary","LL",10,0.461815233876118
"143",798,5175,"H4-an",1504,"Fell",1990,37.62194,-82.23722,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"590",4820,16632,"L6",1600,"Fell",1881,54.56667,-1.16667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"667",5078,16983,"Iron, IID",17200,"Fell",1912,-28.56667,30.7,"Iron IID","Achondrite","Iron","Magmatic","Siderite",1,0.297273742080897
"561",4747,15422,"H4",2500,"Fell",1971,-22.25,-49.93333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"925",6471,23789,"H5",720,"Fell",1880,35.38333,134.9,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"583",4811,15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"689",5306,17995,"H5",16250,"Fell",1857,46.06667,23.58333,"H","Chondrite","Stony","Ordinary","H",10,0.461815233876118
"106",670,5037,"L6",18,"Fell",1877,20.88333,74.83333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"168",920,5313,"L6",3700,"Fell",1998,28.53333,109.31667,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"905",6401,23713,"Eucrite-mmict",52000,"Fell",1808,49.28333,15.56667,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"1066",7735,44714,"H6",167.7,"Fell",2003,1.345,31.47278,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"521",4619,14661,"L6",12800,"Fell",1808,50.2,14.85,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"989",6754,24146,"Stone-uncl",367,"Fell",1495,44.06667,12.1,"Stony",NA,"Stony",NA,NA,2,0.463225690897741
"810",5650,22603,"LL5",1800,"Fell",1828,37.46667,-77.5,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"416",4329,12221,"H6",89,"Fell",1822,27.08333,78.33333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"734",5415,18175,"H5",142.5,"Fell",1938,52.3,77.03333,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"217",2209,6649,"L6",16400,"Fell",1911,51.46667,84.76667,"L","Chondrite","Stony","Ordinary","L",8,9.36101905684755
"260",3297,7822,"LL6",680.5,"Fell",1998,39.24667,-104.58817,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"231",3189,7658,"H5",3840,"Fell",1903,23.5,90.33333,"H","Chondrite","Stony","Ordinary","H",16,1.82339952891488
"784",5543,22361,"H",17450,"Fell",1990,44.61667,126.13333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"860",6190,23473,"L6",240,"Fell",1917,38.3,27.13333,"L","Chondrite","Stony","Ordinary","L",15,0.406210536590808
"622",4903,16759,"H6",1500,"Fell",1868,26.83333,77.33333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"730",5409,18116,"L6",2121,"Fell",1950,-19.53333,-48.56667,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"1000",6795,24183,"L5",0.1,"Fell",1967,54.225,-111.69167,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"180",938,5332,"L6",30000,"Fell",1841,47.93333,2.91667,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"654",5041,16945,"L6",10250,"Fell",1864,56.5,21.5,"L","Chondrite","Stony","Ordinary","L",10,0.461815233876118
"361",4023,11875,"H5",1000,"Fell",1857,10,-84.1,"H","Chondrite","Stony","Ordinary","H",16,1.82339952891488
"886",6319,23603,"H5",1222,"Fell",1920,49.98333,7.53333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"531",4664,14724,"L6",3500,"Fell",1768,47.85,0.48333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"230",3188,7657,"H5-6",10000,"Fell",1999,36.95,9.55,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"541",4707,15372,"Eucrite-pmict",1995,"Fell",1936,-28.83333,31.95,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta",1,0.297273742080897
"360",4018,11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"520",4617,14659,"L5",498,"Fell",1978,31.63333,118.98333,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"49",531,2345,"H6",41,"Fell",1805,42.45,9.03333,"H","Chondrite","Stony","Ordinary","H",11,0.00485781484723708
"441",4375,12270,"L4",3300,"Fell",1940,-7.75,112.01667,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"601",4850,16701,"L5",8510,"Fell",1910,25.68333,83.25,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"725",5400,18106,"L5",18000,"Fell",2003,41.48472,-87.67917,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"319",3519,10926,"H4",152000,"Fell",1918,57.35,37.61667,"H","Chondrite","Stony","Ordinary","H",2,0.463225690897741
"207",1095,5500,"L/LL4",6000,"Fell",1877,38.4,-84.25,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"1002",6799,24187,"LL4-6",2437,"Fell",1906,23.1,87.43333,"LL","Chondrite","Stony","Ordinary","LL",1,0.297273742080897
"672",5089,16994,"Iron, IIIAB",1050,"Fell",1918,36.21667,-92.26667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"821",5814,22783,"L4-6",6000,"Fell",1949,-10.26667,38.76667,"L","Chondrite","Stony","Ordinary","L",16,1.82339952891488
"285",3387,10111,"H3",3640,"Fell",1922,30.83333,-97.76667,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"738",5420,18180,"L6",45760,"Fell",1963,56.13333,-117.93333,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"148",807,5185,"L/LL6",25000,"Fell",1870,37.98333,-1.16667,"LL","Chondrite","Stony","Ordinary","LL",15,0.406210536590808
"316",3514,10919,"L6",480,"Fell",1947,9.6,9.91667,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"238",3206,7722,"L6",1250,"Fell",1962,13.05,3.16667,"L","Chondrite","Stony","Ordinary","L",15,0.406210536590808
"577",4788,15470,"H5",24750,"Fell",1915,-6.23333,106.88333,"H","Chondrite","Stony","Ordinary","H",1,0.297273742080897
"59",556,4900,"L6",2000,"Fell",1842,44.33333,3.23333,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"1071",7945,45977,"H5",17226,"Fell",1977,25.37,-97.37,"H","Chondrite","Stony","Ordinary","H",0,71.3451083182367
"225",3171,7640,"LL6",32000,"Fell",1860,32.23333,76.46667,"LL","Chondrite","Stony","Ordinary","LL",11,0.00485781484723708
"35",481,2296,"L3",600,"Fell",1969,48.7,37.5,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"234",3193,7706,"Mesosiderite",128800,"Fell",1995,45.5,119.03333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,11,0.00485781484723708
"756",5460,18822,"EL6",23250,"Fell",1863,58.66667,25.73333,"EL","Chondrite","Stony","Enstatite","EH-EL",10,0.461815233876118
"279",3367,10080,"H4",380,"Fell",1875,36.88333,8.45,"H","Chondrite","Stony","Ordinary","H",15,0.406210536590808
"1081",7964,47351,"Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"Iron IIE","Achondrite","Iron","Magmatic","Siderite",11,0.00485781484723708
"172",927,5320,"L5",8800,"Fell",1838,20.26667,76.01667,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"208",1099,5504,"LL6",18000,"Fell",1981,35.61667,8.83333,"LL","Chondrite","Stony","Ordinary","LL",2,0.463225690897741
"686",5302,17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L",0,71.3451083182367
"565",4755,15430,"L6",6000,"Fell",2002,-14.2,48.1,"L","Chondrite","Stony","Ordinary","L",11,0.00485781484723708
"22",443,454,"L",625,"Fell",1949,2,22.66667,"L","Chondrite","Stony","Ordinary","L",18,10.7446597222222
"822",5820,22791,"L5",13000,"Fell",1914,51.13333,34.5,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
"171",923,5316,"L5",18300,"Fell",1933,-30.78333,-58.05,"L","Chondrite","Stony","Ordinary","L",2,0.463225690897741
"772",5516,18883,"L6",2125,"Fell",1932,48.3025,13.94083,"L","Chondrite","Stony","Ordinary","L",1,0.297273742080897
