,Cluster,mass,fell_found,year,latitude,longitude,group,chondrite,type,lc_sample
7967,1,6800.0,Fell,2006,25.14333,75.81333,Iron IIE,Achondrite,Iron,11
7976,1,2768.0,Found,2003,-29.35,121.76667,Iron,Achondrite,Iron,11
8107,1,147.0,Found,2004,32.5,-111.28,Iron IAB,Achondrite,Iron,11
8131,1,162000.0,Found,1979,41.65,-0.86667,Iron IVA,Achondrite,Iron,13
8135,1,10500.0,Found,2007,-14.83861,-40.83611,Iron IVA,Achondrite,Iron,11
8139,1,97000.0,Found,1954,-14.3675,-43.02278,Iron IIIAB,Achondrite,Iron,2
8154,1,6400.0,Found,1986,36.29533,-105.04833,Iron IAB,Achondrite,Iron,13
8187,1,3800.0,Found,2006,42.33333,89.33333,Iron IIIAB,Achondrite,Iron,11
8531,1,35400.0,Found,2008,30.51667,-4.3,Iron IAB,Achondrite,Iron,11
8532,1,41.0,Found,2004,44.93389,-116.43167,Iron IIAB,Achondrite,Iron,11
8533,1,65.4,Found,1974,42.03839,-120.58942,Iron IIIF,Achondrite,Iron,13
8534,1,14000.0,Found,1971,-30.75,-64.78333,Iron IAB,Achondrite,Iron,2
8535,1,148000.0,Found,1979,29.7725,-99.875,Iron IIIAB,Achondrite,Iron,2
8536,1,9300.0,Found,2003,32.24611,-99.99306,Iron IAB,Achondrite,Iron,11
8697,1,1600000.0,Found,2009,22.01833,26.08778,Iron,Achondrite,Iron,11
8711,1,200000.0,Found,2005,-30.03306,-51.23,Iron IIIE,Achondrite,Iron,11
8713,1,2000000.0,Found,1992,-14.258,-49.15917,Iron,Achondrite,Iron,11
8889,1,4920.0,Found,2009,46.16244,14.19166,Iron IIIAB,Achondrite,Iron,11
8908,1,4318.0,Found,1975,30.52213,-99.73698,Iron IIIAB,Achondrite,Iron,15
8935,1,5030.0,Found,1979,-39.1,-67.06667,Iron IIIAB,Achondrite,Iron,2
8955,1,50000.0,Found,2008,32.37167,-6.36,Iron IIIAB,Achondrite,Iron,11
8956,1,4400.0,Found,2002,19.26667,5.91667,Iron IVA,Achondrite,Iron,11
9026,1,25000.0,Found,1979,33.45,-111.51667,Iron IIIAB,Achondrite,Iron,2
9036,1,3000000.0,Found,2004,36.3,120.48333,Iron IAB,Achondrite,Iron,11
9037,1,2000000.0,Found,1983,24.23333,111.18333,Iron IAB,Achondrite,Iron,2
9038,1,160000.0,Found,2003,43.75,92.91667,Iron,Achondrite,Iron,11
9097,1,9162.0,Found,2002,50.43845,-95.52937,Iron IAB,Achondrite,Iron,11
9332,1,0.15,Fell,1917,44.11667,27.26667,Achondrite,Achondrite,Stony,2
9384,1,438.0,Found,1988,-30.573,128.56367,Eucrite,Achondrite,Stony,2
9394,1,528.0,Found,2001,-23.38316,-70.58605,Iron IIIAB,Achondrite,Iron,11
9395,1,4800.0,Found,2005,50.00957,-95.38537,Iron IAB,Achondrite,Iron,11
9402,1,43000.0,Found,2005,29.85167,111.59833,Iron IIAB,Achondrite,Iron,11
9408,1,3180.0,Found,1999,-25.20467,-69.82858,Iron IVB,Achondrite,Iron,11
9700,1,445.0,Found,1907,43.603,-103.026,Iron IAB,Achondrite,Iron,1
9701,1,732.0,Found,1979,42.318,-90.221,Iron IAB,Achondrite,Iron,0
9702,1,132000.0,Found,1979,57.78117,47.67967,Eagle Station Group,Achondrite,Stony-Iron,10
9703,1,1724.8,Found,1950,34.21,-101.39,Main Group,Achondrite,Stony-Iron,13
9705,1,100000.0,Found,1980,39.45889,-4.3775,Iron IAB,Achondrite,Iron,13
9886,1,18400.0,Found,2003,39.86667,-106.88333,Iron IIIAB,Achondrite,Iron,11
9889,1,100000.0,Found,2000,31.98457,-5.51528,Iron IIAB,Achondrite,Iron,11
